"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndX","type_value_Length","type_value_PassEndY","type_value_Zone","type_value_StandingSave","type_value_Longball","type_value_OtherBodyPart","type_value_HeadPass","type_value_Chipped","type_value_KeeperThrow","type_value_LeftFoot","type_value_Cross","type_value_ThrowIn","type_value_Head","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Foul","type_value_Defensive","type_value_FreekickTaken","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_SetPiece","type_value_GoalMouthY","type_value_MissRight","type_value_Assisted","type_value_RelatedEventId","type_value_BoxCentre","type_value_GoalMouthZ","type_value_FirstTouch","type_value_GoalKick","type_value_MissHigh","type_value_RightFoot","type_value_LayOff","type_value_FastBreak","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_Throughball","type_value_BoxLeft","type_value_LowCentre","type_value_RegularPlay","type_value_BlockedX","type_value_BlockedY","type_value_Hands","type_value_ParriedDanger","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_CornerTaken","type_value_Yellow","type_value_BlockedCross","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_FromCorner","type_value_BigChance","type_value_Collected","type_value_DivingSave","type_value_OverRun","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_LowLeft","type_value_BoxRight","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Blocked","type_value_OutfielderBlock","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_DirectFreekick","type_value_HighCentre","type_value_HighClaim","type_value_KeeperSaveObox","type_value_HighRight","type_value_Volley","type_value_ParriedSafe","type_value_SixYardBlock","type_value_SmallBoxRight","value_Angle","value_PassEndX","value_Length","value_PassEndY","value_Zone","value_StandingSave","value_Longball","value_OtherBodyPart","value_HeadPass","value_Chipped","value_KeeperThrow","value_LeftFoot","value_Cross","value_ThrowIn","value_Head","value_OppositeRelatedEvent","value_Offensive","value_Foul","value_Defensive","value_FreekickTaken","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_SetPiece","value_GoalMouthY","value_MissRight","value_Assisted","value_RelatedEventId","value_BoxCentre","value_GoalMouthZ","value_FirstTouch","value_GoalKick","value_MissHigh","value_RightFoot","value_LayOff","value_FastBreak","value_IndividualPlay","value_OutOfBoxCentre","value_Throughball","value_BoxLeft","value_LowCentre","value_RegularPlay","value_BlockedX","value_BlockedY","value_Hands","value_ParriedDanger","value_KeeperSaveInTheBox","value_MissLeft","value_CornerTaken","value_Yellow","value_BlockedCross","value_BigChanceCreated","value_SmallBoxCentre","value_FromCorner","value_BigChance","value_Collected","value_DivingSave","value_OverRun","value_IntentionalGoalAssist","value_LowRight","value_LowLeft","value_BoxRight","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Blocked","value_OutfielderBlock","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_DirectFreekick","value_HighCentre","value_HighClaim","value_KeeperSaveObox","value_HighRight","value_Volley","value_ParriedSafe","value_SixYardBlock","value_SmallBoxRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
692,357.5,39,0.5,161,29.82,46.648,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,431283,40.74,46.24,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,39.0083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01110462,0.01269174,0.00158712,"Wolves","Crystal Palace",24,"Toti Gomes","DC",TRUE,0,10.8211739592548,-2.13972614060352,"T. Gomes",692,43,"Wolves",692
693,358,39,3,161,40.74,46.24,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 38, 217, 218)",TRUE,431283,76.125,29.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.05,2817458065,39,213,140,212,141,56,178,1,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.85","72.5","39.0","43.9","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Wolves","Crystal Palace",24,"Toti Gomes","DC",TRUE,36.2439121779889,0,-24.8504631414462,"T. Gomes",693,43,"Wolves",693
694,293,39,5,162,31.5,44.268,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,395401,49.35,34.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0833333333333,2817458097,39,213,140,212,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.76","47.0","20.6","50.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Crystal Palace","Wolves",26,"Chris Richards","DC",TRUE,0,0,-29.7448812969422,"C. Richards",694,43,"Wolves",694
695,359,39,8,161,55.755,34.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 36, 38, 216, 218)",TRUE,320242,59.01,31.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1333333333333,2817458113,39,213,140,212,141,56,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.52","56.2","4.5","45.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01689528,0.01689528,0,"Wolves","Crystal Palace",27,"Jean-Ricner Bellegarde","MC",TRUE,3.16256372965765,0,-43.8601591691013,"J. Bellegarde",695,43,"Wolves",695
696,360,39,8,161,59.01,30.94,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,397585,59.01,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1333333333333,2817458117,39,NA,NA,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Wolves","Crystal Palace",7,"Andre","MC",TRUE,0,0,0,"Andre",696,43,"Wolves",696
697,361,39,9,161,70.455,24.208,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,94868,75.285,29.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.15,2817458131,39,213,140,212,141,56,178,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.84","71.7","7.3","43.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.0241224,0.02385149,-0.000270909999999999,"Wolves","Crystal Palace",21,"Pablo Sarabia","AMC",TRUE,5.87399063475259,0,48.3991637303767,"P. Sarabia",697,43,"Wolves",697
698,361.5,39,10,161,75.285,29.648,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,247995,78.435,32.368,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,39.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.02385149,0.03511326,0.01126177,"Wolves","Crystal Palace",29,"Goncalo Guedes","AMC",TRUE,0,3.41691863723741,40.8103479036978,"G. Guedes",698,43,"Wolves",698
699,362,39,11,161,78.435,32.368,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,247995,80.01,27.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1833333333333,2817458137,39,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.04","76.2","4.9","40.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.03511326,0.03511326,0,"Wolves","Crystal Palace",29,"Goncalo Guedes","AMC",TRUE,0.837319903047565,0,-71.4442436937224,"G. Guedes",699,43,"Wolves",699
700,363,39,12,161,80.01,27.676,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,333048,76.545,35.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,2817458151,39,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.97","72.9","8.9","52.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.03511326,0.02385149,-0.01126177,"Wolves","Crystal Palace",9,"Jorgen Strand Larsen","FW",TRUE,-2.74086651028308,0,112.837078501336,"J. S. Larsen",700,43,"Wolves",700
701,364,39,14,161,78.645,36.448,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 205, 36, 38, 217, 218)",TRUE,94868,98.175,21.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2333333333333,2817458177,39,213,140,212,141,56,178,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.64","93.5","24.4","32.1","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.03511326,0.06442595,0.02931269,"Wolves","Crystal Palace",21,"Pablo Sarabia","AMC",TRUE,12.5135845269663,0,-36.8182290605187,"P. Sarabia",701,43,"Wolves",701
702,365,39,16,161,99.645,22.1,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 205, 35, 37, 217, 218)",TRUE,402823,93.45,28.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2666666666667,2817458195,39,213,140,212,141,56,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.36","89.0","8.7","41.5","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.06442595,0.10805102,0.04362507,"Wolves","Crystal Palace",19,"Rodrigo Gomes","DMR",TRUE,0.133839346378949,0,135.34893465997,"R. Gomes",702,43,"Wolves",702
703,365.5,39,17,161,93.45,28.22,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,333048,96.6,28.016,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,39.2833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.10805102,0.25745362,0.1494026,"Wolves","Crystal Palace",9,"Jorgen Strand Larsen","FW",TRUE,0,2.60203068490448,-3.7054093061279,"J. S. Larsen",703,43,"Wolves",703
704,366,39,18,161,96.6,28.016,"FirstHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,333048,96.6,28.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,2817458197,39,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Wolves","Crystal Palace",9,"Jorgen Strand Larsen","FW",TRUE,0,0,0,"J. S. Larsen",704,43,"Wolves",704
705,298,39,19,162,8.4,39.984,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,395401,8.4,39.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3166666666667,2817458259,39,NA,NA,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Crystal Palace","Wolves",26,"Chris Richards","DC",TRUE,0,0,0,"C. Richards",705,43,"Wolves",705
706,471,39,19,161,97.125,25.432,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,333048,97.125,25.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3166666666667,2817463387,39,NA,NA,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Wolves","Crystal Palace",9,"Jorgen Strand Larsen","FW",TRUE,0,0,0,"J. S. Larsen",706,43,"Wolves",706
707,297,39,21,162,12.915,44.676,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 37, 216, 218)",TRUE,43105,65.73,60.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.35,2817458255,39,213,140,212,141,56,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.30","62.6","55.3","89.6","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.00977745,0.0174506,0.00767315,"Crystal Palace","Wolves",2,"Joel Ward","DC",TRUE,45.0861530065816,0,17.1039486721031,"J. Ward",707,43,"Wolves",707
