"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_PassEndX","type_value_Length","type_value_Zone","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_MissRight","type_value_MissLeft","type_value_Cross","type_value_Chipped","type_value_RightFoot","type_value_CornerTaken","type_value_Head","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_BlockedX","type_value_Assisted","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_BlockedY","type_value_LeftFoot","type_value_FirstTouch","type_value_RegularPlay","type_value_RelatedEventId","type_value_SmallBoxLeft","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_LayOff","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_Blocked","type_value_BoxRight","type_value_LowLeft","type_value_OutfielderBlock","type_value_BoxCentre","type_value_FromCorner","type_value_HighCentre","type_value_LowRight","type_value_Volley","type_value_ParriedDanger","type_value_GoalKick","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_BigChanceCreated","type_value_BigChance","type_value_ParriedSafe","type_value_Feet","type_value_OutOfBoxLeft","type_value_IndividualPlay","type_value_MissHigh","type_value_FastBreak","type_value_SetPiece","type_value_HighRight","type_value_SmallBoxRight","type_value_OutOfBoxCentre","type_value_Yellow","type_value_SixYardBlock","type_value_SavedOffline","type_value_SmallBoxCentre","type_value_IntentionalGoalAssist","type_value_DirectFreekick","type_value_BlockedCross","type_value_KeeperSaveObox","type_value_HighClaim","type_value_HighLeft","type_value_ThrowinSetPiece","type_value_OverRun","type_value_OneOnOne","type_value_BoxLeft","value_Angle","value_PassEndY","value_StandingSave","value_PassEndX","value_Length","value_Zone","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_MissRight","value_MissLeft","value_Cross","value_Chipped","value_RightFoot","value_CornerTaken","value_Head","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_LowCentre","value_BlockedX","value_Assisted","value_GoalMouthY","value_GoalMouthZ","value_BlockedY","value_LeftFoot","value_FirstTouch","value_RegularPlay","value_RelatedEventId","value_SmallBoxLeft","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_KeeperThrow","value_OtherBodyPart","value_LayOff","value_ThrowIn","value_Foul","value_FreekickTaken","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Throughball","value_Blocked","value_BoxRight","value_LowLeft","value_OutfielderBlock","value_BoxCentre","value_FromCorner","value_HighCentre","value_LowRight","value_Volley","value_ParriedDanger","value_GoalKick","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_BigChanceCreated","value_BigChance","value_ParriedSafe","value_Feet","value_OutOfBoxLeft","value_IndividualPlay","value_MissHigh","value_FastBreak","value_SetPiece","value_HighRight","value_SmallBoxRight","value_OutOfBoxCentre","value_Yellow","value_SixYardBlock","value_SavedOffline","value_SmallBoxCentre","value_IntentionalGoalAssist","value_DirectFreekick","value_BlockedCross","value_KeeperSaveObox","value_HighClaim","value_HighLeft","value_ThrowinSetPiece","value_OverRun","value_OneOnOne","value_BoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
648,333,38,53,30,32.235,37.536,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,422885,32.235,37.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8833333333333,2813563505,38,NA,NA,178,NA,NA,56,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,"390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,NA,NA,NA,"Tottenham","Crystal Palace",11,"Mathys Tel","FWL",TRUE,0,0,0,"M. Tel",648,38,"Tottenham",648
649,333.5,38,55.5,30,32.235,37.536,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,429922,41.265,23.46,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,38.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01132376,0.01269174,0.00136798,"Tottenham","Crystal Palace",14,"Archie Gray","MC",TRUE,0,8.25023161233396,-57.3191187998397,"A. Gray",649,38,"Tottenham",649
650,284,38,58,30,41.265,23.46,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,429922,65.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9666666666667,2813557585,38,213,141,178,140,212,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.49","0.0",NA,"62.5","34.6","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,NA,NA,NA,"Tottenham","Crystal Palace",14,"Archie Gray","MC",TRUE,12.5776516169305,0,-43.9217876544729,"A. Gray",650,38,"Tottenham",650
651,335,39,6,162,42.735,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 216)",TRUE,374631,46.095,57.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,2813557699,39,213,141,NA,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.99","84.8",NA,"43.9","12.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01126267,0.0138454,0.00258273,"Crystal Palace","Tottenham",6,"Marc Guehi","DC",TRUE,7.46256875158146,0,-71.991827488982,"M. Guehi",651,39,"Crystal Palace",651
652,336,39,8,162,46.095,57.664,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,332403,33.285,58.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1333333333333,2813557743,39,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.11","85.4",NA,"31.7","12.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.0138454,0.0105949,-0.0032505,"Crystal Palace","Tottenham",10,"Eberechi Eze","AMC",TRUE,-12.1666443204932,0,178.175739408152,"E. Eze",652,39,"Crystal Palace",652
653,336.5,39,11,162,33.285,58.072,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,401130,33.705,53.38,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,39.1833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.0105949,0.0105949,0,"Crystal Palace","Tottenham",5,"Maxence Lacroix","DC",TRUE,0,1.7651455722222,-84.8848548694004,"M. Lacroix",653,39,"Crystal Palace",653
654,337,39,14,162,33.705,53.38,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,401130,37.59,61.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2333333333333,2813557759,39,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12","90.3",NA,"35.8","8.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.0105949,0.01126267,0.00066777,"Crystal Palace","Tottenham",5,"Maxence Lacroix","DC",TRUE,1.11472721527683,0,64.1650115520486,"M. Lacroix",654,39,"Crystal Palace",654
655,338,39,16,162,36.96,61.404,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,374631,43.68,65.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2666666666667,2813557771,39,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.50","95.7",NA,"41.6","7.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01126267,0.01248344,0.00122077,"Crystal Palace","Tottenham",6,"Marc Guehi","DC",TRUE,4.60645983551701,0,28.6534529891964,"M. Guehi",655,39,"Crystal Palace",655
656,339,39,17,162,42.63,64.396,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 216, 218)",TRUE,389579,44.625,56.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2833333333333,2813557775,39,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.96","83.2",NA,"42.5","8.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,NA,NA,NA,"Crystal Palace","Tottenham",3,"Tyrick Mitchell","DML",TRUE,4.92465205042956,0,-75.6882567853882,"T. Mitchell",656,39,"Crystal Palace",656
657,287,39,19,30,59.01,14.416,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,429922,71.4,4.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3166666666667,2813557819,39,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.61","6.7",NA,"68.0","15.8","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01611813,0.02122129,0.00510316,"Tottenham","Crystal Palace",14,"Archie Gray","MC",TRUE,5.31053074814648,0,-38.5128818311695,"A. Gray",657,39,"Crystal Palace",657
658,287.5,39,20.5,30,71.4,4.556,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,362352,76.44,3.4,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,39.3416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.02122129,0.02122129,0,"Tottenham","Crystal Palace",23,"Pedro Porro","DR",TRUE,0,2.81829844946986,-12.9182091762379,"P. Porro",658,39,"Crystal Palace",658
659,288,39,22,30,76.44,3.4,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,362352,76.44,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3666666666667,2813557827,39,NA,NA,178,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,NA,NA,NA,"Tottenham","Crystal Palace",23,"Pedro Porro","DR",TRUE,0,0,0,"P. Porro",659,39,"Crystal Palace",659
660,341,39,46,162,33.18,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 215)",TRUE,389579,33.915,62.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7666666666667,2813558111,39,213,141,NA,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.82","91.4",NA,"32.3","7.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.00977659,0.00977659,0,"Crystal Palace","Tottenham",3,"Tyrick Mitchell","DML",TRUE,3.00478514520032,0,-82.8363998284743,"T. Mitchell",660,39,"Crystal Palace",660
661,342,39,47,162,33.915,62.152,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,108638,36.015,64.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7833333333333,2813558129,39,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.88","95.1",NA,"34.3","3.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.00977659,0.01126267,0.00148608,"Crystal Palace","Tottenham",19,"Will Hughes","MC",TRUE,0.961859708507276,0,50.1496595938946,"W. Hughes",661,39,"Crystal Palace",661
