"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Angle","type_value_PassEndX","type_value_StandingSave","type_value_Length","type_value_Zone","type_value_Longball","type_value_OtherBodyPart","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_MissLeft","type_value_Cross","type_value_RightFoot","type_value_CornerTaken","type_value_Chipped","type_value_Head","type_value_HeadPass","type_value_LeftFoot","type_value_GoalMouthY","type_value_Volley","type_value_FirstTouch","type_value_RegularPlay","type_value_BoxCentre","type_value_GoalMouthZ","type_value_GoalKick","type_value_MissHigh","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_Assisted","type_value_RelatedEventId","type_value_SmallBoxLeft","type_value_HighClaim","type_value_KeeperThrow","type_value_ThrowIn","type_value_BlockedY","type_value_LowRight","type_value_OutOfBoxCentre","type_value_BlockedX","type_value_ThrowinSetPiece","type_value_Hands","type_value_DivingSave","type_value_ParriedDanger","type_value_KeeperSaveObox","type_value_BigChance","type_value_SmallBoxCentre","type_value_IndividualPlay","type_value_BlockedCross","type_value_SetPiece","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighCentre","type_value_Yellow","type_value_DirectFreekick","type_value_Blocked","type_value_LowCentre","type_value_BoxRight","type_value_OutfielderBlock","type_value_BoxLeft","type_value_KeeperSaveInTheBox","type_value_HighRight","type_value_HighLeft","type_value_FromCorner","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_PlayerPosition","type_value_JerseyNumber","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Collected","type_value_MissRight","type_value_LowLeft","type_value_LeadingToAttempt","type_value_FormationSlot","type_value_OverRun","type_value_KeeperSaveInSixYard","type_value_FastBreak","value_PassEndY","value_Angle","value_PassEndX","value_StandingSave","value_Length","value_Zone","value_Longball","value_OtherBodyPart","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_MissLeft","value_Cross","value_RightFoot","value_CornerTaken","value_Chipped","value_Head","value_HeadPass","value_LeftFoot","value_GoalMouthY","value_Volley","value_FirstTouch","value_RegularPlay","value_BoxCentre","value_GoalMouthZ","value_GoalKick","value_MissHigh","value_Foul","value_FreekickTaken","value_LayOff","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_Assisted","value_RelatedEventId","value_SmallBoxLeft","value_HighClaim","value_KeeperThrow","value_ThrowIn","value_BlockedY","value_LowRight","value_OutOfBoxCentre","value_BlockedX","value_ThrowinSetPiece","value_Hands","value_DivingSave","value_ParriedDanger","value_KeeperSaveObox","value_BigChance","value_SmallBoxCentre","value_IndividualPlay","value_BlockedCross","value_SetPiece","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighCentre","value_Yellow","value_DirectFreekick","value_Blocked","value_LowCentre","value_BoxRight","value_OutfielderBlock","value_BoxLeft","value_KeeperSaveInTheBox","value_HighRight","value_HighLeft","value_FromCorner","value_InvolvedPlayers","value_CaptainPlayerId","value_PlayerPosition","value_JerseyNumber","value_TeamFormation","value_TeamPlayerFormation","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Collected","value_MissRight","value_LowLeft","value_LeadingToAttempt","value_FormationSlot","value_OverRun","value_KeeperSaveInSixYard","value_FastBreak","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
642,264,36,19,14,34.965,12.512,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,301441,26.88,20.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3166666666667,2813555083,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.7","2.34","25.6",NA,"11.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.0105949,0.01110462,0.00050972,"Leicester","Nottingham Forest",2,"James Justin","DR",TRUE,-5.95740909234435,0,134.028269817374,"J. Justin",642,34,"Leicester",642
643,264.5,36,20.5,14,26.88,20.876,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,97710,30.24,28.356,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,36.3416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01110462,0.01132376,0.00021914,"Leicester","Nottingham Forest",4,"Conor Coady","DC",TRUE,0,4.24198811012803,65.8104858459758,"C. Coady",643,34,"Leicester",643
644,265,36,22,14,30.24,28.356,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,97710,28.56,46.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3666666666667,2813555101,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.7","1.66","27.2",NA,"18.4","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01132376,0.01110462,-0.00021914,"Leicester","Nottingham Forest",4,"Conor Coady","DC",TRUE,-2.5177087223896,0,95.2281918852724,"C. Coady",644,34,"Leicester",644
645,265.5,36,23.5,14,28.56,46.716,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,299693,28.455,52.836,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,36.3916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01110462,0.0105949,-0.00050972,"Leicester","Nottingham Forest",3,"Wout Faes","DC",TRUE,0,-1.33804420761571,90.9829193891732,"W. Faes",645,34,"Leicester",645
646,266,36,25,14,28.455,52.836,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,299693,28.035,33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4166666666667,2813555141,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.4","4.69","26.7",NA,"19.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.0105949,0.01132376,0.00072886,"Leicester","Nottingham Forest",3,"Wout Faes","DC",TRUE,1.86241546503327,0,-91.2502810044556,"W. Faes",646,34,"Leicester",646
647,266.5,36,26.5,14,28.035,33.592,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,97710,32.025,33.932,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,36.4416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01132376,0.01132376,0,"Leicester","Nottingham Forest",4,"Conor Coady","DC",TRUE,0,3.99104973694908,4.87058101400061,"C. Coady",647,34,"Leicester",647
648,267,36,28,14,32.025,33.932,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,97710,48.195,35.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4666666666667,2813555161,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.1","0.09","45.9",NA,"16.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01132376,0.01484598,0.00352222,"Leicester","Nottingham Forest",4,"Conor Coady","DC",TRUE,16.1520855335349,0,5.28578724238808,"C. Coady",648,34,"Leicester",648
649,268,36,31,14,48.09,33.592,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 216, 218)",TRUE,106981,48.195,16.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5166666666667,2813555171,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.6","4.72","45.9",NA,"17.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",9,"Jamie Vardy","FW",TRUE,-2.66271251639203,0,-89.6570915971616,"J. Vardy",649,34,"Leicester",649
650,333,36,33,174,61.845,49.776,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 205, 36, 38, 217, 218)",TRUE,334653,88.41,31.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.55,2813555237,36,141,213,140,178,212,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.7","5.69","84.2",NA,"32.1","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01935132,0.10805102,0.0886997,"Nottingham Forest","Leicester",16,"Nicolas Dominguez","AML",TRUE,29.2071140901379,0,-34.1504635004402,"N. Dominguez",650,34,"Leicester",650
651,334,36,35,174,88.41,31.756,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,73380,88.41,31.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5833333333333,2813555241,36,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",11,"Chris Wood","FW",TRUE,0,0,0,"C. Wood",651,34,"Leicester",651
652,269,36,36,14,13.44,37.672,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,299693,13.44,37.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,2813555305,36,NA,NA,NA,NA,NA,56,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",3,"Wout Faes","DC",TRUE,0,0,0,"W. Faes",652,34,"Leicester",652
653,335,36,36,174,91.56,30.328,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,73380,91.56,30.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,2813555253,36,NA,NA,NA,178,NA,56,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,"269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",11,"Chris Wood","FW",TRUE,0,0,0,"C. Wood",653,34,"Leicester",653
654,270,36,42,14,14.07,39.508,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 36, 37, 215, 218)",TRUE,299693,31.08,53.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,2813555369,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.2","0.68","29.6",NA,"21.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01082722,0.0105949,-0.000232319999999999,"Leicester","Nottingham Forest",3,"Wout Faes","DC",TRUE,14.729886349185,0,38.7828290198959,"W. Faes",654,34,"Leicester",654
655,271,36,45,14,32.13,52.972,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,396317,41.265,61.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,2813555415,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.8","0.77","39.3",NA,"12.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.0105949,0.01126267,0.00066777,"Leicester","Nottingham Forest",33,"Luke Thomas","DL",TRUE,5.78750373501025,0,43.8386932609547,"L. Thomas",655,34,"Leicester",655
656,271.5,36,47,14,41.265,61.744,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,433572,36.75,49.98,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,36.7833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01126267,0.01214719,0.00088452,"Leicester","Nottingham Forest",11,"Bilal El Khannouss","AML",TRUE,0,-0.584088375325308,-110.996703700198,"B. E. Khannouss",656,34,"Leicester",656
657,272,36,49,14,36.75,49.98,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 124, 35, 38, 215, 218)",TRUE,433572,30.555,19.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8166666666667,2813555459,36,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.9","4.51","29.1",NA,"31.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01269174,0.01110462,-0.00158712,"Leicester","Nottingham Forest",11,"Bilal El Khannouss","AML",TRUE,-5.71924643610964,0,-101.544799022686,"B. E. Khannouss",657,34,"Leicester",657
