"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_Chipped","type_value_Head","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_LeftFoot","type_value_OtherBodyPart","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_Throughball","type_value_KeeperThrow","type_value_ShotAssist","type_value_KeyPass","type_value_RegularPlay","type_value_RelatedEventId","type_value_GoalMouthY","type_value_IndividualPlay","type_value_GoalMouthZ","type_value_Assisted","type_value_OutOfBoxCentre","type_value_MissHigh","type_value_GoalKick","type_value_BlockedX","type_value_Blocked","type_value_LowCentre","type_value_BlockedY","type_value_OutfielderBlock","type_value_IntentionalAssist","type_value_HighCentre","type_value_BoxCentre","type_value_FirstTouch","type_value_Collected","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_ThrowinSetPiece","type_value_BoxRight","type_value_FromShotOffTarget","type_value_DivingSave","type_value_BoxLeft","type_value_LeadingToGoal","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_HighClaim","type_value_LowRight","type_value_KeeperSaveObox","type_value_Yellow","type_value_FastBreak","type_value_Volley","type_value_ParriedSafe","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OverRun","type_value_LowLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_HighRight","type_value_HighLeft","type_value_LeadingToAttempt","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_SixYardBlock","type_value_SmallBoxRight","type_value_FromCorner","value_Zone","value_PassEndX","value_PassEndY","value_Angle","value_StandingSave","value_Length","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_Chipped","value_Head","value_RightFoot","value_Cross","value_BlockedCross","value_MissRight","value_MissLeft","value_CornerTaken","value_LeftFoot","value_OtherBodyPart","value_Foul","value_FreekickTaken","value_LayOff","value_Throughball","value_KeeperThrow","value_ShotAssist","value_KeyPass","value_RegularPlay","value_RelatedEventId","value_GoalMouthY","value_IndividualPlay","value_GoalMouthZ","value_Assisted","value_OutOfBoxCentre","value_MissHigh","value_GoalKick","value_BlockedX","value_Blocked","value_LowCentre","value_BlockedY","value_OutfielderBlock","value_IntentionalAssist","value_HighCentre","value_BoxCentre","value_FirstTouch","value_Collected","value_Hands","value_KeeperSaveInTheBox","value_ThrowinSetPiece","value_BoxRight","value_FromShotOffTarget","value_DivingSave","value_BoxLeft","value_LeadingToGoal","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_HighClaim","value_LowRight","value_KeeperSaveObox","value_Yellow","value_FastBreak","value_Volley","value_ParriedSafe","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OverRun","value_LowLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_HighRight","value_HighLeft","value_LeadingToAttempt","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_SixYardBlock","value_SmallBoxRight","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1065,539,53,13,161,88.725,36.924,"SecondHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 1, 3, 11, 12)",TRUE,362758,88.725,36.924,89.5,52.5,19,33.184,TRUE,537,247995,NA,NA,NA,54.6333333333333,2818937489,55,56,NA,NA,NA,178,NA,NA,NA,233,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,55,102,215,103,29,NA,NA,NA,146,82,78,147,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"537","48.8",NA,"19",NA,NA,NA,NA,"89.5",NA,NA,"52.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Wolves","Brentford",10,"Matheus Cunha","AMC",TRUE,0,0,0,"M. Cunha",1065,71,"Wolves",1065
1066,474,53,13,189,8.715,32.64,"SecondHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,351705,8.715,32.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6333333333333,2818937497,55,56,NA,NA,NA,178,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,0,0,0,"S. v. den Berg",1066,71,"Wolves",1066
1067,475,53,14,189,10.92,34.204,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,351705,29.19,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.65,2818937543,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","27.8","100.0","1.09",NA,"39.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,0,0,61.6044984796603,"S. v. den Berg",1067,71,"Wolves",1067
1068,542,53,22,161,76.545,0,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 37, 216)",TRUE,247995,69.09,7.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7833333333333,2818937715,55,56,140,141,213,NA,212,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","65.8","11.7","2.28",NA,"11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.02756312,0.02122129,-0.00634183,"Wolves","Brentford",29,"Goncalo Guedes","FW",TRUE,-0.0240259657121769,0,133.138013135134,"G. Guedes",1068,71,"Wolves",1068
1069,543,53,25,161,69.09,7.956,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,403693,62.58,19.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8333333333333,2818937731,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","59.6","29.4","2.07",NA,"13.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.02122129,0.01935132,-0.00186997,"Wolves","Brentford",8,"Joao Gomes","MC",TRUE,-0.312944479707141,0,118.407952329948,"J. Gomes",1069,71,"Wolves",1069
1070,544,53,27,161,62.58,19.992,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,397585,49.035,31.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8666666666667,2818937751,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","46.7","46.1","2.44",NA,"17.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01935132,0.01484598,-0.00450534,"Wolves","Brentford",7,"Andre","MC",TRUE,-11.3547600434976,0,140.02384943794,"Andre",1070,71,"Wolves",1070
1071,545,53,29,161,49.14,31.484,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,402810,59.85,44.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,2818937819,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","57.0","65.7","0.89",NA,"17.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01484598,0.01685596,0.00200998,"Wolves","Brentford",12,"Emmanuel Agbadou","DC",TRUE,9.52159589741913,0,50.9283854218883,"E. Agbadou",1071,71,"Wolves",1071
1072,545.5,53,30.5,161,59.85,44.676,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,431283,66.675,44.336,NA,NA,NA,NA,NA,546,NA,NA,NA,NA,54.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01935132,0.01935132,0,"Wolves","Brentford",24,"Toti Gomes","DC",TRUE,0,6.70072373225786,-2.85193756700699,"T. Gomes",1072,71,"Wolves",1072
1073,546,53,32,161,66.675,44.336,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 38, 217, 218)",TRUE,431283,85.89,5.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.95,2818937885,55,56,140,141,213,178,212,1,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","81.8","8.8","5.18",NA,"42.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01935132,0.03485072,0.0154994,"Wolves","Brentford",24,"Toti Gomes","DC",TRUE,5.7813608304826,0,-63.3883567002255,"T. Gomes",1073,71,"Wolves",1073
1074,547,53,36,161,86.52,6.392,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,247995,100.065,7.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0166666666667,2818938037,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","95.3","11.4","0.10",NA,"13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.03485072,0.0379259,0.00307518,"Wolves","Brentford",29,"Goncalo Guedes","FW",TRUE,6.51426586233077,0,5.73362703636269,"G. Guedes",1074,71,"Wolves",1074
1075,548,53,43,161,97.965,7.276,"SecondHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 204)",TRUE,296363,97.965,7.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1333333333333,2818938049,55,56,NA,NA,NA,178,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Wolves","Brentford",22,"Nelson Semedo","DMR",TRUE,0,0,0,"N. Semedo",1075,71,"Wolves",1075
1076,478,53,47,189,4.935,50.252,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,444304,15.12,62.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,2818938151,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","14.4","91.5","0.87",NA,"15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.0088799,0.00779616,-0.00108374,"Brentford","Wolves",18,"Yehor Yarmoliuk","DMC",TRUE,7.17012353982827,0,49.6015725199543,"Y. Yarmoliuk",1076,71,"Wolves",1076
1077,479,53,50,189,22.47,64.192,"SecondHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,368512,22.47,64.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25,2818938161,55,56,NA,NA,NA,178,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Brentford","Wolves",23,"Keane Lewis-Potter","DL",TRUE,0,0,0,"K. Lewis-Potter",1077,71,"Wolves",1077
1078,549,53,50,161,82.53,3.808,"SecondHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,296363,82.53,3.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25,2818938185,55,56,NA,NA,NA,178,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Wolves","Brentford",22,"Nelson Semedo","DMR",TRUE,0,0,0,"N. Semedo",1078,71,"Wolves",1078
1079,551,53,51,161,77.7,4.148,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,296363,64.26,5.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2666666666667,2818938235,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","61.2","8.3","3.03",NA,"13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.02756312,0.0174506,-0.01011252,"Wolves","Brentford",22,"Nelson Semedo","DMR",TRUE,-9.18394855255209,0,173.648578925264,"N. Semedo",1079,71,"Wolves",1079
1080,552,53,53,161,64.26,5.644,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,94042,67.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,2818938247,55,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","64.0","15.0","1.00",NA,"5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.0174506,0.01870347,0.00125287,"Wolves","Brentford",2,"Matt Doherty","DC",TRUE,4.96822692819256,0,57.1657296617937,"M. Doherty",1080,71,"Wolves",1080
