"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_PassEndX","type_value_StandingSave","type_value_PassEndY","type_value_Length","type_value_Angle","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_HeadPass","type_value_ThrowIn","type_value_Cross","type_value_RightFoot","type_value_Chipped","type_value_GoalKick","type_value_MissHigh","type_value_KeeperThrow","type_value_BlockedCross","type_value_MissLeft","type_value_MissRight","type_value_LeftFoot","type_value_CornerTaken","type_value_Head","type_value_FromCorner","type_value_BlockedX","type_value_BlockedY","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_BoxLeft","type_value_FirstTouch","type_value_BigChanceCreated","type_value_KeyPass","type_value_SmallBoxCentre","type_value_Assisted","type_value_LowLeft","type_value_BigChance","type_value_RelatedEventId","type_value_ParriedDanger","type_value_Hands","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_LayOff","type_value_IndividualPlay","type_value_BoxCentre","type_value_RegularPlay","type_value_Foul","type_value_FreekickTaken","type_value_HighClaim","type_value_LastMan","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_ShotAssist","type_value_IntentionalAssist","type_value_SmallBoxLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OtherBodyPart","type_value_LeadingToAttempt","type_value_Blocked","type_value_SavedOffline","type_value_LowCentre","type_value_OutfielderBlock","type_value_SetPiece","type_value_LowRight","type_value_GoalDisallowed","type_value_Throughball","type_value_IntentionalGoalAssist","type_value_OneOnOne","type_value_Volley","type_value_BoxRight","type_value_HighCentre","type_value_ParriedSafe","type_value_HighRight","type_value_Feet","type_value_OutOfBoxCentre","type_value_Yellow","type_value_DivingSave","type_value_OverRun","type_value_FastBreak","value_Zone","value_PassEndX","value_StandingSave","value_PassEndY","value_Length","value_Angle","value_Longball","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_HeadPass","value_ThrowIn","value_Cross","value_RightFoot","value_Chipped","value_GoalKick","value_MissHigh","value_KeeperThrow","value_BlockedCross","value_MissLeft","value_MissRight","value_LeftFoot","value_CornerTaken","value_Head","value_FromCorner","value_BlockedX","value_BlockedY","value_GoalMouthZ","value_GoalMouthY","value_BoxLeft","value_FirstTouch","value_BigChanceCreated","value_KeyPass","value_SmallBoxCentre","value_Assisted","value_LowLeft","value_BigChance","value_RelatedEventId","value_ParriedDanger","value_Hands","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_LayOff","value_IndividualPlay","value_BoxCentre","value_RegularPlay","value_Foul","value_FreekickTaken","value_HighClaim","value_LastMan","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_ShotAssist","value_IntentionalAssist","value_SmallBoxLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OtherBodyPart","value_LeadingToAttempt","value_Blocked","value_SavedOffline","value_LowCentre","value_OutfielderBlock","value_SetPiece","value_LowRight","value_GoalDisallowed","value_Throughball","value_IntentionalGoalAssist","value_OneOnOne","value_Volley","value_BoxRight","value_HighCentre","value_ParriedSafe","value_HighRight","value_Feet","value_OutOfBoxCentre","value_Yellow","value_DivingSave","value_OverRun","value_FastBreak","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1058,441.5,48,3,18,50.295,56.44,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,92550,61.11,50.32,NA,NA,NA,NA,NA,442,NA,NA,NA,NA,50.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.0138454,0.01870347,0.00485807,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,0,12.3025915792732,-29.5046847962543,"J. Stephens",1058,43,"Southampton",1058
1059,442,48,6,18,61.11,50.32,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,92550,55.545,44.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9333333333333,2816385725,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","52.9",NA,"64.8","8.4","3.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01935132,0.01685596,-0.00249536,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,-3.64261281603601,0,-131.654565518301,"J. Stephens",1059,43,"Southampton",1059
1060,442.5,48,8,18,55.545,44.064,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,342877,57.435,38.556,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,50.9666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01685596,0.01689528,3.93199999999989e-05,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,0,2.68591581781833,-71.0609957397599,"J. Aribo",1060,43,"Southampton",1060
1061,443,48,10,18,57.435,38.556,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,342877,47.46,38.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2816385749,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","45.2",NA,"56.4","10.0","3.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01689528,0.01484598,-0.0020493,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,-9.92164623486684,0,-178.828400011473,"J. Aribo",1061,43,"Southampton",1061
1062,444,48,13,18,47.775,38.352,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,361334,57.54,36.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.05,2816385851,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","54.8",NA,"53.7","9.9","6.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01484598,0.01689528,0.0020493,"Southampton","Everton",15,"Nathan Wood","DC",TRUE,9.86360403865946,0,-10.6483477963261,"N. Wood",1062,43,"Southampton",1062
1063,444.5,48,13.5,18,57.54,36.516,"SecondHalf","Carry","Successful",999,"takeOns","1","NULL",TRUE,342877,67.2,42.636,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,51.0583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01689528,0.01935132,0.00245604,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,0,8.75267691306026,32.3559091878427,"J. Aribo",1063,43,"Southampton",1063
1064,487,48,14,31,48.195,30.872,"SecondHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,80464,48.195,30.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0666666666667,2816385799,51,56,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Everton","Southampton",27,"Idrissa Gueye","DMC",TRUE,0,0,0,"I. Gueye",1064,43,"Southampton",1064
1065,873,48,14,18,56.805,37.128,"SecondHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,342877,56.805,37.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0666666666667,2816598551,51,56,NA,178,NA,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,0,0,0,"J. Aribo",1065,43,"Southampton",1065
1066,873.5,48,16,18,56.805,37.128,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,342877,67.2,42.636,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01689528,0.01935132,0.00245604,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,0,9.52243488517238,27.9177801982544,"J. Aribo",1066,43,"Southampton",1066
1067,445,48,18,18,67.2,42.636,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,342877,67.2,42.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1333333333333,2816385853,51,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,0,0,0,"J. Aribo",1067,43,"Southampton",1067
1068,488,48,18,31,29.715,25.704,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 215, 218)",TRUE,80464,33.495,23.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1333333333333,2816385855,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","31.9",NA,"34.4","4.4","5.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Everton","Southampton",27,"Idrissa Gueye","DMC",TRUE,3.45312472315663,0,-31.4516326291368,"I. Gueye",1068,43,"Southampton",1068
1069,446,48,18,18,66.57,42.024,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,342877,66.57,42.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1333333333333,2816385861,51,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Southampton","Everton",7,"Joe Aribo","MC",TRUE,0,0,0,"J. Aribo",1069,43,"Southampton",1069
1070,447,48,20,18,64.365,40.324,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,337428,62.895,52.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1666666666667,2816385897,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","59.9",NA,"77.7","12.6","1.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.0199707,0.01870347,-0.00126723,"Southampton","Everton",4,"Flynn Downes","MC",TRUE,-5.00203967455289,0,96.7008031388985,"F. Downes",1070,43,"Southampton",1070
1071,448,48,23,18,62.895,52.836,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,92550,79.59,54.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2166666666667,2816385909,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","75.8",NA,"80.6","16.8","0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01870347,0.02953272,0.01082925,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,13.2835257379902,0,6.73651758542085,"J. Stephens",1071,43,"Southampton",1071
1072,449,48,24,18,78.855,55.284,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,422135,92.925,59.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2333333333333,2816385923,51,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","88.5",NA,"87.3","14.6","0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.02953272,0.03485072,0.005318,"Southampton","Everton",20,"Kamaldeen Sulemana","FW",TRUE,5.62144679879114,0,16.1710321221569,"K. Sulemana",1072,43,"Southampton",1072
