"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_StandingSave","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_Chipped","type_value_Longball","type_value_RightFoot","type_value_Cross","type_value_OtherBodyPart","type_value_LayOff","type_value_LeftFoot","type_value_Foul","type_value_FreekickTaken","type_value_Head","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_GoalMouthZ","type_value_OutOfBoxCentre","type_value_FirstTouch","type_value_RegularPlay","type_value_IndividualPlay","type_value_MissHigh","type_value_GoalMouthY","type_value_GoalKick","type_value_HeadPass","type_value_KeeperThrow","type_value_LeadingToAttempt","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_Blocked","type_value_RelatedEventId","type_value_BoxLeft","type_value_BlockedX","type_value_Assisted","type_value_LowCentre","type_value_BlockedY","type_value_OutfielderBlock","type_value_BlockedCross","type_value_DirectFreekick","type_value_LowLeft","type_value_Hands","type_value_DivingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_Throughball","type_value_LowRight","type_value_ParriedDanger","type_value_Yellow","type_value_HighClaim","type_value_BoxRight","type_value_Volley","type_value_ParriedSafe","type_value_Feet","type_value_KeeperSaveInTheBox","type_value_BoxCentre","type_value_FromCorner","type_value_BigChanceCreated","type_value_HighCentre","type_value_SmallBoxCentre","type_value_BigChance","type_value_KeeperSaveInSixYard","type_value_SixYardBlock","type_value_SmallBoxRight","type_value_HighLeft","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_FastBreak","type_value_DeepBoxRight","type_value_ThrowinSetPiece","type_value_IntentionalGoalAssist","type_value_AerialFoul","value_Length","value_PassEndY","value_StandingSave","value_Angle","value_PassEndX","value_Zone","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_Chipped","value_Longball","value_RightFoot","value_Cross","value_OtherBodyPart","value_LayOff","value_LeftFoot","value_Foul","value_FreekickTaken","value_Head","value_MissLeft","value_MissRight","value_CornerTaken","value_GoalMouthZ","value_OutOfBoxCentre","value_FirstTouch","value_RegularPlay","value_IndividualPlay","value_MissHigh","value_GoalMouthY","value_GoalKick","value_HeadPass","value_KeeperThrow","value_LeadingToAttempt","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_Blocked","value_RelatedEventId","value_BoxLeft","value_BlockedX","value_Assisted","value_LowCentre","value_BlockedY","value_OutfielderBlock","value_BlockedCross","value_DirectFreekick","value_LowLeft","value_Hands","value_DivingSave","value_Collected","value_KeeperSaveObox","value_Throughball","value_LowRight","value_ParriedDanger","value_Yellow","value_HighClaim","value_BoxRight","value_Volley","value_ParriedSafe","value_Feet","value_KeeperSaveInTheBox","value_BoxCentre","value_FromCorner","value_BigChanceCreated","value_HighCentre","value_SmallBoxCentre","value_BigChance","value_KeeperSaveInSixYard","value_SixYardBlock","value_SmallBoxRight","value_HighLeft","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamPlayerFormation","value_TeamFormation","value_FastBreak","value_DeepBoxRight","value_ThrowinSetPiece","value_IntentionalGoalAssist","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
894,395.5,48,39.5,31,65.31,62.832,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,367781,70.665,65.212,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,49.5916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.0174506,0.02122129,0.00377069,"Everton","Newcastle",37,"James Garner","DMC",TRUE,0,2.65560335224395,23.9624889745781,"J. Garner",894,56,"Everton",894
895,396,48,42,31,70.665,65.212,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,367781,61.32,65.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6333333333333,2818937105,50,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","95.7",NA,"3.16","58.4","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.02122129,0.0174506,-0.00377069,"Everton","Newcastle",37,"James Garner","DMC",TRUE,-7.20522541257407,0,-179.166219800848,"J. Garner",895,56,"Everton",895
896,397,48,44,31,60.795,64.668,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,366116,41.16,52.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6666666666667,2818937155,50,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1","77.3",NA,"3.69","39.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01473596,0.01214719,-0.00258877,"Everton","Newcastle",10,"Iliman Ndiaye","AML",TRUE,-12.6827781057854,0,-148.348234691135,"I. Ndiaye",896,56,"Everton",896
897,397.5,48,45.5,31,41.16,52.564,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,107941,39.48,48.688,NA,NA,NA,NA,NA,398,NA,NA,NA,NA,49.6916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01214719,0.01269174,0.00054455,"Everton","Newcastle",5,"Michael Keane","DC",TRUE,0,-0.661825273516797,-113.43367072181,"M. Keane",897,56,"Everton",897
898,398,48,47,31,39.48,48.688,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,107941,34.755,28.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7166666666667,2818937265,50,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.8","41.8",NA,"4.48","33.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01269174,0.01132376,-0.00136798,"Everton","Newcastle",5,"Michael Keane","DC",TRUE,-3.31979499394541,0,-103.125262508974,"M. Keane",898,56,"Everton",898
899,398.5,48,50.5,31,34.755,28.424,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,424495,63.21,16.796,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,49.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01132376,0.01935132,0.00802756,"Everton","Newcastle",15,"Jake O'Brien","DC",TRUE,0,25.2732444922629,-22.2271455224425,"J. O'Brien",899,56,"Everton",899
900,399,48,54,31,63.21,16.796,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,424495,67.62,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8333333333333,2818937305,50,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.8","4.0",NA,"5.02","64.4","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01870347,0.0174506,-0.00125287,"Everton","Newcastle",15,"Jake O'Brien","DC",TRUE,-3.54846425587274,0,-72.6042662792281,"J. O'Brien",900,56,"Everton",900
901,399.5,48,57.5,31,67.62,2.72,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,317896,92.19,3.06,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,49.8916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.0174506,0.03485072,0.01740012,"Everton","Newcastle",11,"Jack Harrison","AMR",TRUE,0,15.2541738381025,0.792809187169566,"J. Harrison",901,56,"Everton",901
902,400,49,1,31,92.19,3.06,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 37, 217, 218)",TRUE,317896,93.765,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.95,2818937375,51,212,141,178,213,140,56,NA,NA,NA,NA,155,NA,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.7","12.5",NA,"1.29","89.3","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,NA,NA,NA,"Everton","Newcastle",11,"Jack Harrison","AMR",TRUE,5.62170288795097,0,73.8531038861685,"J. Harrison",902,56,"Everton",902
903,475,49,1,23,11.655,57.46,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,82277,11.655,57.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.95,2818937385,51,NA,NA,178,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,NA,NA,NA,"Newcastle","Everton",33,"Dan Burn","DC",TRUE,0,0,0,"D. Burn",903,57,"Newcastle",903
904,476,49,4,23,4.83,36.312,"SecondHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,105720,4.83,36.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2818937407,51,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,NA,NA,NA,"Newcastle","Everton",22,"Nick Pope","GK",TRUE,0,0,0,"N. Pope",904,57,"Newcastle",904
905,476.5,49,5,23,4.83,36.312,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,105720,15.75,40.528,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,50.0166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.00941056,0.01082722,0.00141666,"Newcastle","Everton",22,"Nick Pope","GK",TRUE,0,10.7082579773549,21.1106066809248,"N. Pope",905,57,"Newcastle",905
906,477,49,6,23,15.75,40.528,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 37, 215, 218)",TRUE,105720,32.55,59.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0333333333333,2818937535,51,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.2","87.2",NA,"0.84","31.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01082722,0.00977659,-0.00105063,"Newcastle","Everton",22,"Nick Pope","GK",TRUE,12.7493156150217,0,48.1669825725394,"N. Pope",906,57,"Newcastle",906
907,477.5,49,8.5,23,32.55,59.296,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,342563,39.585,60.044,NA,NA,NA,NA,NA,478,NA,NA,NA,NA,50.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.0105949,0.01126267,0.00066777,"Newcastle","Everton",28,"Joe Willock","Sub",NA,0,6.33021158953915,6.06920081915924,"J. Willock",907,57,"Newcastle",907
908,478,49,11,23,39.585,60.044,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,342563,40.53,64.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1166666666667,2818937597,51,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3","94.4",NA,"1.35","38.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01126267,0.01126267,0,"Newcastle","Everton",28,"Joe Willock","Sub",NA,-0.780557180959448,0,77.1658864782739,"J. Willock",908,57,"Newcastle",908
909,479,49,13,23,38.22,65.008,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,331382,24.045,46.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.15,2818937693,51,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1","68.8",NA,"4.05","22.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01126267,0.01001304,-0.00124963,"Newcastle","Everton",11,"Harvey Barnes","FWR",TRUE,-8.33029810627383,0,-127.876507237684,"H. Barnes",909,57,"Newcastle",909
