"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Foul","type_value_Defensive","type_value_FreekickTaken","type_value_Chipped","type_value_Head","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_RelatedEventId","type_value_Assisted","type_value_BoxCentre","type_value_LowCentre","type_value_BlockedY","type_value_FirstTouch","type_value_RegularPlay","type_value_Blocked","type_value_GoalMouthY","type_value_BlockedX","type_value_RightFoot","type_value_GoalMouthZ","type_value_OutfielderBlock","type_value_ThrowIn","type_value_Cross","type_value_LeftFoot","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_Throughball","type_value_MissRight","type_value_SixYardBlock","type_value_FromCorner","type_value_SmallBoxCentre","type_value_Yellow","type_value_MissHigh","type_value_GoalKick","type_value_LastMan","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_KeeperThrow","type_value_LayOff","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OverRun","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_HighClaim","type_value_BigChanceCreated","type_value_BigChance","type_value_HighLeft","type_value_OneOnOne","type_value_SmallBoxLeft","type_value_ParriedDanger","type_value_Feet","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_SavedOffline","type_value_IndividualPlay","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_Penalty","type_value_DivingSave","type_value_KeeperMissed","type_value_BoxLeft","type_value_LowLeft","type_value_Hands","type_value_ParriedSafe","type_value_BoxRight","type_value_Volley","type_value_DirectFreekick","type_value_KeeperSaveObox","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_HighCentre","type_value_AerialFoul","value_Length","value_PassEndY","value_Angle","value_Zone","value_PassEndX","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Foul","value_Defensive","value_FreekickTaken","value_Chipped","value_Head","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_RelatedEventId","value_Assisted","value_BoxCentre","value_LowCentre","value_BlockedY","value_FirstTouch","value_RegularPlay","value_Blocked","value_GoalMouthY","value_BlockedX","value_RightFoot","value_GoalMouthZ","value_OutfielderBlock","value_ThrowIn","value_Cross","value_LeftFoot","value_BlockedCross","value_MissLeft","value_CornerTaken","value_Throughball","value_MissRight","value_SixYardBlock","value_FromCorner","value_SmallBoxCentre","value_Yellow","value_MissHigh","value_GoalKick","value_LastMan","value_OutOfBoxCentre","value_FastBreak","value_KeeperThrow","value_LayOff","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OverRun","value_LeadingToGoal","value_IntentionalGoalAssist","value_LowRight","value_HighClaim","value_BigChanceCreated","value_BigChance","value_HighLeft","value_OneOnOne","value_SmallBoxLeft","value_ParriedDanger","value_Feet","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_SavedOffline","value_IndividualPlay","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_Penalty","value_DivingSave","value_KeeperMissed","value_BoxLeft","value_LowLeft","value_Hands","value_ParriedSafe","value_BoxRight","value_Volley","value_DirectFreekick","value_KeeperSaveObox","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_HighCentre","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
670,373.5,44,31,13,33.495,41.616,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,361822,33.705,32.776,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,44.5166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01132376,0.01132376,0,"Arsenal","Everton",2,"William Saliba","DC",TRUE,0,0.60394029037468,-88.6391571155992,"W. Saliba",670,37,"Arsenal",670
671,374,44,33,13,33.705,32.776,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,361822,28.665,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.55,2796043329,44,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.4","31.5","4.29","Back","27.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01132376,0.01110462,-0.00021914,"Arsenal","Everton",2,"William Saliba","DC",TRUE,-6.05914102067921,0,-113.932521585849,"W. Saliba",671,37,"Arsenal",671
672,375,44,36,13,28.56,23.46,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,322036,20.895,45.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,2796043381,44,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.0","66.4","1.91","Back","19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01110462,0.01001304,-0.00109158,"Arsenal","Everton",4,"Ben White","DR",TRUE,-7.67789729096593,0,109.461170860301,"B. White",672,37,"Arsenal",672
673,376,44,38,13,21,47.6,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,276366,25.305,54.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6333333333333,2796043597,44,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9","79.7","0.99","Back","24.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01001304,0.00942382,-0.000589220000000001,"Arsenal","Everton",22,"David Raya","GK",TRUE,2.87965027219822,0,56.8687897037382,"D. Raya",673,37,"Arsenal",673
674,376.5,44,44.5,13,25.305,54.196,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,424462,27.3,36.924,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,44.7416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.00942382,0.01132376,0.00189994,"Arsenal","Everton",15,"Jakub Kiwior","DC",TRUE,0,4.45918189266335,-83.4112562579402,"J. Kiwior",674,37,"Arsenal",674
675,377,44,51,13,27.3,36.924,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,424462,32.655,11.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.85,2796043657,44,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.1","16.7","4.92","Back","31.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01132376,0.0105949,-0.00072886,"Arsenal","Everton",15,"Jakub Kiwior","DC",TRUE,1.94899757434379,0,-78.1708730143254,"J. Kiwior",675,37,"Arsenal",675
676,377.5,44,53,13,32.655,11.356,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,322036,48.09,6.868,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,44.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.0105949,0.01248344,0.00188854,"Arsenal","Everton",4,"Ben White","DR",TRUE,0,12.7592441751417,-16.21272628268,"B. White",676,37,"Arsenal",676
677,378,44,55,13,48.09,6.868,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,322036,71.19,5.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9166666666667,2796043753,44,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1","8.3","6.23","Right","67.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01248344,0.02122129,0.00873785,"Arsenal","Everton",4,"Ben White","DR",TRUE,18.9199072716565,0,-3.03309573829404,"B. White",677,37,"Arsenal",677
678,378.5,44,58,13,71.19,5.644,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,456771,100.065,15.028,NA,NA,NA,NA,NA,379,NA,NA,NA,NA,44.9666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.02122129,0.04647721,0.02525592,"Arsenal","Everton",53,"Ethan Nwaneri","FWR",TRUE,0,24.5235075962336,18.0034885894085,"E. Nwaneri",678,37,"Arsenal",678
679,379,45,1,13,100.065,15.028,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 37, 217, 218)",TRUE,456771,105,49.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0166666666667,2796043813,45,212,141,213,56,140,1,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.3","73.2","1.39","Center","100.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",53,"Ethan Nwaneri","FWR",TRUE,3.82734178144124,0,81.9167646877105,"E. Nwaneri",679,37,"Arsenal",679
680,565,45,20,31,3.57,26.452,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,110189,4.83,15.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3333333333333,2796614953,45,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.8","23.1","4.83","Back","4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.00941056,0.00750072,-0.00190984,"Everton","Arsenal",1,"Jordan Pickford","GK",TRUE,-0.115993507656498,0,-83.3112041541358,"J. Pickford",680,38,"Everton",680
681,565.5,45,21.5,31,4.83,15.708,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,131464,10.92,16.048,NA,NA,NA,NA,NA,566,NA,NA,NA,NA,45.3583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.00750072,0.00878589,0.00128517,"Everton","Arsenal",6,"James Tarkowski","DC",TRUE,0,6.04899715163425,3.19546192545485,"J. Tarkowski",681,38,"Everton",681
682,566,45,23,31,10.92,16.048,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,131464,5.25,38.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3833333333333,2796615061,45,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1","56.5","1.82","Back","5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.00878589,0.00941056,0.000624670000000001,"Everton","Arsenal",6,"James Tarkowski","DC",TRUE,-4.07042474726141,0,104.221693335143,"J. Tarkowski",682,38,"Everton",682
683,275,45,26,31,4.725,37.876,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,110189,12.495,59.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4333333333333,2796044291,45,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.3","88.0","1.23","Back","11.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.00941056,0.00779616,-0.0016144,"Everton","Arsenal",1,"Jordan Pickford","GK",TRUE,4.30364079667514,0,70.5182219063885,"J. Pickford",683,38,"Everton",683
684,276,45,29,31,12.915,60.248,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 124, 36, 37, 216, 218)",TRUE,381045,40.53,64.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4833333333333,2796044381,45,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.9","94.7","0.15","Back","38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.00779616,0.01126267,0.00346651,"Everton","Arsenal",32,"Jarrad Branthwaite","DC",TRUE,24.4766242188379,0,8.5424328690123,"J. Branthwaite",684,38,"Everton",684
