"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_PassEndY","type_value_PassEndX","type_value_Longball","type_value_Chipped","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_MissLeft","type_value_CornerTaken","type_value_Cross","type_value_LeftFoot","type_value_Head","type_value_GoalKick","type_value_RightFoot","type_value_MissRight","type_value_Foul","type_value_FreekickTaken","type_value_Throughball","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_IndividualPlay","type_value_Blocked","type_value_BlockedY","type_value_Assisted","type_value_LowCentre","type_value_RelatedEventId","type_value_BlockedX","type_value_GoalMouthZ","type_value_OutfielderBlock","type_value_HighClaim","type_value_KeeperThrow","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OtherBodyPart","type_value_BoxCentre","type_value_FirstTouch","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_Volley","type_value_MissHigh","type_value_SmallBoxCentre","type_value_BigChance","type_value_Yellow","type_value_OverRun","type_value_LeadingToAttempt","type_value_OneOnOne","type_value_LastMan","type_value_LeadingToGoal","type_value_FromCorner","type_value_BoxLeft","type_value_SmallBoxRight","type_value_LowRight","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_BlockedCross","type_value_HighLeft","type_value_ThrowinSetPiece","type_value_DirectFreekick","type_value_KeeperSaveObox","type_value_HighRight","value_Angle","value_Zone","value_Length","value_StandingSave","value_PassEndY","value_PassEndX","value_Longball","value_Chipped","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_MissLeft","value_CornerTaken","value_Cross","value_LeftFoot","value_Head","value_GoalKick","value_RightFoot","value_MissRight","value_Foul","value_FreekickTaken","value_Throughball","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_IndividualPlay","value_Blocked","value_BlockedY","value_Assisted","value_LowCentre","value_RelatedEventId","value_BlockedX","value_GoalMouthZ","value_OutfielderBlock","value_HighClaim","value_KeeperThrow","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OtherBodyPart","value_BoxCentre","value_FirstTouch","value_IntentionalAssist","value_BigChanceCreated","value_Volley","value_MissHigh","value_SmallBoxCentre","value_BigChance","value_Yellow","value_OverRun","value_LeadingToAttempt","value_OneOnOne","value_LastMan","value_LeadingToGoal","value_FromCorner","value_BoxLeft","value_SmallBoxRight","value_LowRight","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_BlockedCross","value_HighLeft","value_ThrowinSetPiece","value_DirectFreekick","value_KeeperSaveObox","value_HighRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
686,315,38,43,174,42.42,65.62,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,332867,40.95,57.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7166666666667,2818916069,38,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.54","Back","8.7",NA,"83.9","39.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01248344,0.01214719,-0.00033625,"Nottingham Forest","Chelsea",10,"Morgan Gibbs-White","AMC",TRUE,2.04276862544596,0,-99.7353738955049,"M. Gibbs-White",686,33,"Nottingham Forest",686
687,316,38,45,174,40.11,56.848,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,402596,24.15,51.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.75,2818916121,38,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.47","Back","16.9",NA,"75.6","23.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01214719,0.00942382,-0.00272337,"Nottingham Forest","Chelsea",8,"Elliot Anderson","MC",TRUE,-13.9079114862016,0,-161.178213832518,"E. Anderson",687,33,"Nottingham Forest",687
688,316.5,38,48,174,24.15,51.408,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,445424,21.42,43.86,NA,NA,NA,NA,NA,317,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00942382,0.01001304,0.000589220000000001,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,0,-1.45673912547751,-109.884308175139,"Murillo",688,33,"Nottingham Forest",688
689,317,38,51,174,21.42,43.86,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,445424,18.48,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.85,2818916229,38,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.53","Back","16.2",NA,"41.0","17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01001304,0.01016549,0.000152449999999998,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,-2.57659280164101,0,-100.424698744768,"Murillo",689,33,"Nottingham Forest",689
690,318,38,54,174,18.48,28.016,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,319785,23.415,45.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,2818916267,38,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.30","Back","18.4",NA,"67.2","22.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01016549,0.01001304,-0.000152449999999998,"Nottingham Forest","Chelsea",31,"Nikola Milenkovic","DC",TRUE,4.30758579307341,0,74.4040427081655,"N. Milenkovic",690,33,"Nottingham Forest",690
691,319,38,56,174,23.625,46.784,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,445424,35.07,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9333333333333,2818916325,38,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.90","Back","18.4",NA,"90.0","33.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01001304,0.01126267,0.00124963,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,7.33943649310575,0,51.5536036828279,"Murillo",691,33,"Nottingham Forest",691
692,320,39,0,174,33.18,59.636,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,386969,25.83,50.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2818916381,39,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.04","Back","11.8",NA,"74.1","24.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01126267,0.01001304,-0.00124963,"Nottingham Forest","Chelsea",7,"Neco Williams","DL",TRUE,-4.59012332695484,0,-128.47649874413,"N. Williams",692,33,"Nottingham Forest",692
693,320.5,39,1,174,25.83,50.388,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,445424,20.58,54.332,NA,NA,NA,NA,NA,321,NA,NA,NA,NA,39.0166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01110462,0.00942382,-0.0016808,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,0,-5.98555407269893,143.0847292439,"Murillo",693,33,"Nottingham Forest",693
694,321,39,2,174,20.58,54.332,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,445424,4.725,38.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0333333333333,2818916469,39,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.93","Back","22.4",NA,"56.6","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00942382,0.00941056,-1.32599999999993e-05,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,-13.5414817746454,0,-135.019882442643,"Murillo",694,33,"Nottingham Forest",694
695,321.5,39,5,174,4.725,38.488,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,78386,9.45,30.056,NA,NA,NA,NA,NA,322,NA,NA,NA,NA,39.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00941056,0.01082722,0.00141666,"Nottingham Forest","Chelsea",26,"Matz Sels","GK",TRUE,0,4.7440210337262,-60.7352438027965,"M. Sels",695,33,"Nottingham Forest",695
696,322,39,8,174,9.45,30.056,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 37, 216, 218)",TRUE,78386,58.695,38.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1333333333333,2818916515,39,213,56,212,178,141,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.18","Center","50.0",NA,"57.3","55.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01082722,0.01689528,0.00606806,"Nottingham Forest","Chelsea",26,"Matz Sels","GK",TRUE,49.061047366242,0,10.2534400199246,"M. Sels",696,33,"Nottingham Forest",696
697,323,39,11,174,60.48,43.792,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,73380,60.48,43.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1833333333333,2818916519,39,NA,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",11,"Chris Wood","FW",TRUE,0,0,0,"C. Wood",697,33,"Nottingham Forest",697
698,351,39,11,15,44.52,24.208,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,361330,44.52,24.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1833333333333,2818916537,39,NA,56,NA,178,NA,NA,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,0,0,0,"R. James",698,33,"Nottingham Forest",698
699,324,39,48,174,58.8,43.792,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 132, 205, 36, 37, 217, 218)",TRUE,445424,72.975,54.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,2818917339,39,213,56,212,178,141,140,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.67","Left","18.0",NA,"80.8","69.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01935132,0.02401521,0.00466389,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,8.96075569879893,0,38.1934465962498,"Murillo",699,33,"Nottingham Forest",699
700,325,39,54,174,95.865,52.156,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,413211,95.865,52.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,2818917343,39,NA,56,NA,178,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",21,"Anthony Elanga","FW",TRUE,0,0,0,"A. Elanga",700,33,"Nottingham Forest",700
701,352,39,54,15,9.135,15.844,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,395692,9.135,15.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,2818917387,39,NA,56,NA,178,NA,NA,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",20,"Cole Palmer","AMC",TRUE,0,0,0,"C. Palmer",701,34,"Chelsea",701
