"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_ThrowIn","type_value_LeftFoot","type_value_Cross","type_value_OtherBodyPart","type_value_HeadPass","type_value_BlockedY","type_value_ThrowinSetPiece","type_value_Blocked","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_BlockedX","type_value_BoxRight","type_value_LowCentre","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_RegularPlay","type_value_BoxCentre","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_OutOfBoxCentre","type_value_RelatedEventId","type_value_Assisted","type_value_ParriedSafe","type_value_Hands","type_value_KeeperSaveObox","type_value_RightFoot","type_value_LayOff","type_value_IndividualPlay","type_value_LowLeft","type_value_Collected","type_value_KeeperThrow","type_value_GoalKick","type_value_BoxLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_FirstTouch","type_value_BigChance","type_value_MissHigh","type_value_FastBreak","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_Throughball","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_LastMan","type_value_LeadingToAttempt","type_value_MissRight","type_value_FromCorner","type_value_LowRight","type_value_Feet","type_value_SixYardBlock","type_value_SmallBoxCentre","type_value_HighCentre","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_Volley","type_value_Yellow","type_value_HighLeft","type_value_HighRight","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_SmallBoxLeft","type_value_LeadingToGoal","type_value_HighClaim","type_value_OneOnOne","value_PassEndX","value_PassEndY","value_Angle","value_Zone","value_Length","value_StandingSave","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_ThrowIn","value_LeftFoot","value_Cross","value_OtherBodyPart","value_HeadPass","value_BlockedY","value_ThrowinSetPiece","value_Blocked","value_GoalMouthY","value_GoalMouthZ","value_BlockedX","value_BoxRight","value_LowCentre","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_RegularPlay","value_BoxCentre","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_OutOfBoxCentre","value_RelatedEventId","value_Assisted","value_ParriedSafe","value_Hands","value_KeeperSaveObox","value_RightFoot","value_LayOff","value_IndividualPlay","value_LowLeft","value_Collected","value_KeeperThrow","value_GoalKick","value_BoxLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_FirstTouch","value_BigChance","value_MissHigh","value_FastBreak","value_DivingSave","value_KeeperSaveInTheBox","value_Throughball","value_BlockedCross","value_MissLeft","value_CornerTaken","value_LastMan","value_LeadingToAttempt","value_MissRight","value_FromCorner","value_LowRight","value_Feet","value_SixYardBlock","value_SmallBoxCentre","value_HighCentre","value_ParriedDanger","value_KeeperSaveInSixYard","value_Volley","value_Yellow","value_HighLeft","value_HighRight","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_SmallBoxLeft","value_LeadingToGoal","value_HighClaim","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
733,373.5,33,53,170,57.855,64.192,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,322611,63.84,63.648,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,33.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01473596,0.0174506,0.00271464,"Fulham","Everton",30,"Ryan Sessegnon","DL",TRUE,0,5.25777565269673,-5.1935657465015,"R. Sessegnon",733,40,"Fulham",733
734,374,33,55,170,63.84,63.648,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,322611,59.535,59.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9166666666667,2812584137,33,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.7","87.4","3.92","Left","6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0174506,0.01870347,0.00125287,"Fulham","Everton",30,"Ryan Sessegnon","DL",TRUE,-1.36843171743739,0,-135.598420250489,"R. Sessegnon",734,40,"Fulham",734
735,375,33,57,170,58.8,59.5,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,136824,52.5,34.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.95,2812584235,33,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.0","50.9","4.46","Center","25.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01611813,0.01689528,0.000777149999999997,"Fulham","Everton",17,"Alex Iwobi","AML",TRUE,0.266595059087855,0,-104.205122954754,"A. Iwobi",735,40,"Fulham",735
736,375.5,33,58.5,170,52.5,34.612,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,231135,54.39,30.056,NA,NA,NA,NA,NA,376,NA,NA,NA,NA,33.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.01689528,0,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0,1.74012307033659,-67.4694893033288,"J. Andersen",736,40,"Fulham",736
737,376,34,0,170,54.39,30.056,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,231135,61.635,11.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2812584343,34,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.7","16.2","5.08","Right","20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.01870347,0.00180819,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,1.68404413218575,0,-69.1674440157436,"J. Andersen",737,40,"Fulham",737
738,377,34,3,170,61.845,11.832,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,145996,56.07,21.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.05,2812584485,34,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.4","32.1","2.09","Center","11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.01685596,-0.00184751,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,-1.90553895926197,0,120.016361975054,"K. Tete",738,40,"Fulham",738
739,378,34,7,170,56.385,21.42,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,231135,61.11,10.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1166666666667,2812584535,34,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.2","15.3","5.12","Right","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01685596,0.01870347,0.00184751,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0.38553179298291,0,-66.7844630865168,"J. Andersen",739,40,"Fulham",739
740,379,34,8,170,61.11,10.336,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,145996,59.85,16.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,2812584627,34,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.0","24.7","1.76","Center","6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.01870347,0,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,1.54631722875703,0,101.036772305194,"K. Tete",740,40,"Fulham",740
741,379.5,34,9.5,170,59.85,16.796,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,231135,67.515,16.932,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,34.1583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.01870347,0,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0,7.12878025684202,1.01649164626221,"J. Andersen",741,40,"Fulham",741
742,380,34,11,170,67.515,16.932,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,231135,66.57,36.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1833333333333,2812584677,34,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.4","53.4","1.62","Center","19.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.0199707,0.00126723,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,2.68840105083452,0,92.7916233085076,"J. Andersen",742,40,"Fulham",742
743,380.5,34,12.5,170,66.57,36.312,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,321020,65.1,42.908,NA,NA,NA,NA,NA,381,NA,NA,NA,NA,34.2083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0199707,0.01935132,-0.000619379999999999,"Fulham","Everton",16,"Sander Berge","DMC",TRUE,0,-2.38281644613619,102.563753127608,"S. Berge",743,40,"Fulham",743
744,381,34,14,170,65.1,42.908,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,321020,67.935,56.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2333333333333,2812584821,34,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.7","83.8","1.37","Left","14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01935132,0.01870347,-0.000647850000000002,"Fulham","Everton",16,"Sander Berge","DMC",TRUE,-2.73052459982019,0,78.6125932554787,"S. Berge",744,40,"Fulham",744
745,381.5,34,16,170,67.935,56.984,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,136824,78.54,45.084,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,34.2666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02401521,0.02855202,0.00453681,"Fulham","Everton",17,"Alex Iwobi","AML",TRUE,0,14.9250807274864,-48.2933260465862,"A. Iwobi",745,40,"Fulham",745
746,382,34,18,170,78.54,45.084,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 38, 217, 218)",TRUE,136824,80.85,2.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,2812584943,34,140,141,213,56,212,178,1,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.0","3.1","4.77","Right","43.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02855202,0.02756312,-0.000988900000000001,"Fulham","Everton",17,"Alex Iwobi","AML",TRUE,-11.3162828439867,0,-86.923259311578,"A. Iwobi",746,40,"Fulham",746
747,382.5,34,21,170,80.85,2.108,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,243254,86.52,3.128,NA,NA,NA,NA,NA,383,NA,NA,NA,NA,34.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02756312,0.03485072,0.0072876,"Fulham","Everton",18,"Andreas Pereira","DMC",TRUE,0,4.02360461520899,10.1981008456234,"A. Pereira",747,40,"Fulham",747
