"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Length","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Longball","type_value_ThrowIn","type_value_KeeperThrow","type_value_Cross","type_value_RightFoot","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_OtherBodyPart","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_LowLeft","type_value_BoxCentre","type_value_RegularPlay","type_value_GoalMouthZ","type_value_Assisted","type_value_RelatedEventId","type_value_BlockedX","type_value_Blocked","type_value_BlockedY","type_value_GoalMouthY","type_value_OutfielderBlock","type_value_MissLeft","type_value_CornerTaken","type_value_MissRight","type_value_LowRight","type_value_FirstTouch","type_value_SixYardBlock","type_value_FromCorner","type_value_LowCentre","type_value_LeadingToAttempt","type_value_Throughball","type_value_BigChanceCreated","type_value_BoxRight","type_value_BigChance","type_value_ParriedDanger","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_LayOff","type_value_ThrowinSetPiece","type_value_DivingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_LeftFoot","type_value_GoalKick","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_MissHigh","type_value_Penalty","type_value_KeeperSaved","type_value_HighCentre","type_value_Volley","type_value_BoxLeft","type_value_FastBreak","type_value_SmallBoxLeft","type_value_SavedOffline","type_value_SmallBoxCentre","type_value_DirectFreekick","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_BlockedCross","type_value_SetPiece","type_value_HighLeft","type_value_AerialFoul","type_value_OverRun","value_PassEndX","value_PassEndY","value_Length","value_StandingSave","value_Angle","value_Zone","value_Longball","value_ThrowIn","value_KeeperThrow","value_Cross","value_RightFoot","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_Foul","value_FreekickTaken","value_HeadPass","value_OtherBodyPart","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_LowLeft","value_BoxCentre","value_RegularPlay","value_GoalMouthZ","value_Assisted","value_RelatedEventId","value_BlockedX","value_Blocked","value_BlockedY","value_GoalMouthY","value_OutfielderBlock","value_MissLeft","value_CornerTaken","value_MissRight","value_LowRight","value_FirstTouch","value_SixYardBlock","value_FromCorner","value_LowCentre","value_LeadingToAttempt","value_Throughball","value_BigChanceCreated","value_BoxRight","value_BigChance","value_ParriedDanger","value_Hands","value_KeeperSaveInTheBox","value_OutOfBoxCentre","value_IndividualPlay","value_LayOff","value_ThrowinSetPiece","value_DivingSave","value_Collected","value_KeeperSaveObox","value_LeftFoot","value_GoalKick","value_Yellow","value_LeadingToGoal","value_IntentionalGoalAssist","value_MissHigh","value_Penalty","value_KeeperSaved","value_HighCentre","value_Volley","value_BoxLeft","value_FastBreak","value_SmallBoxLeft","value_SavedOffline","value_SmallBoxCentre","value_DirectFreekick","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_BlockedCross","value_SetPiece","value_HighLeft","value_AerialFoul","value_OverRun","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
604,272,35,20,189,64.47,6.12,"FirstHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,353377,64.47,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3333333333333,2816528425,35,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,"268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",19,"Bryan Mbeumo","AMR",TRUE,0,0,0,"B. Mbeumo",604,34,"Brentford",604
605,272.5,35,23,189,64.47,6.12,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,353377,96.6,15.572,NA,NA,NA,NA,NA,273,NA,NA,NA,NA,35.3833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.0174506,0.04647721,0.02902661,"Brentford","Fulham",19,"Bryan Mbeumo","AMR",TRUE,0,28.9410548448896,16.3928228192511,"B. Mbeumo",605,34,"Brentford",605
606,273,35,26,189,96.6,15.572,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 126, 36, 37, 217, 218)",TRUE,353377,100.485,37.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4333333333333,2816528453,35,140,141,212,178,213,56,NA,NA,NA,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.7","55.6","22.6",NA,"1.40","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",19,"Bryan Mbeumo","AMR",TRUE,14.3457449095205,0,80.0895061677591,"B. Mbeumo",606,34,"Brentford",606
607,270,35,27,170,4.2,29.24,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,145996,0,21.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.45,2816528483,35,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","31.3","9.6",NA,"4.12","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",2,"Kenny Tete","DR",TRUE,0,0,-117.829728710683,"K. Tete",607,34,"Brentford",607
608,271,35,28,170,4.62,29.716,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,145996,4.62,29.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4666666666667,2816528489,35,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",2,"Kenny Tete","DR",TRUE,0,0,0,"K. Tete",608,34,"Brentford",608
609,274,35,28,189,100.38,38.284,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,353377,100.38,38.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4666666666667,2816528479,35,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",19,"Bryan Mbeumo","AMR",TRUE,0,0,0,"B. Mbeumo",609,34,"Brentford",609
610,276,36,18,189,104.475,67.66,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218)",TRUE,401168,96.39,28.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,2816529683,36,140,141,212,178,213,56,1,NA,NA,2,20,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.8","42.6","39.5",NA,"4.51","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",24,"Mikkel Damsgaard","AMC",TRUE,23.6914752891072,0,-101.802582447463,"M. Damsgaard",610,34,"Brentford",610
611,273,36,19,170,7.875,36.992,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,108186,22.68,58.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3166666666667,2816529721,36,140,141,212,NA,213,56,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6","86.5","26.4",NA,"0.97","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",7,"Raul Jimenez","FW",TRUE,0,0,55.8526315589188,"R. Jimenez",611,34,"Brentford",611
612,277,36,27,189,83.055,19.924,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 124, 36, 37, 217, 218)",TRUE,353377,100.17,33.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.45,2816529851,36,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.4","49.9","22.1",NA,"0.69","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",19,"Bryan Mbeumo","AMR",TRUE,21.2409003111483,0,39.2990674378873,"B. Mbeumo",612,34,"Brentford",612
613,275,36,31,170,13.86,34.68,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,92173,13.86,34.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5166666666667,2816529949,36,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,285,233,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",1,"Bernd Leno","GK",TRUE,0,0,0,"B. Leno",613,34,"Brentford",613
614,278,36,31,189,91.14,33.32,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,296240,91.14,33.32,NA,NA,NA,NA,NA,279,296240,NA,NA,NA,36.5166666666667,2816529921,36,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",11,"Yoane Wissa","FW",TRUE,0,0,0,"Y. Wissa",614,34,"Brentford",614
615,279,36,35,189,0,0,"FirstHalf","Card","Successful",NA,NA,NA,"65",FALSE,296240,0,0,NA,NA,NA,NA,NA,278,296240,NA,"Yellow",NA,36.5833333333333,2816530001,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",11,"Yoane Wissa","FW",TRUE,0,0,0,"Y. Wissa",615,34,"Brentford",615
616,277,37,0,170,16.8,36.176,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 132, 205, 36, 38, 217, 218)",TRUE,92173,70.56,18.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2816530599,37,140,141,212,178,213,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.2","26.6","56.7",NA,"5.96","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.01082722,0.0241224,0.01329518,"Fulham","Brentford",1,"Bernd Leno","GK",TRUE,50.2886602628523,0,-18.5959418477469,"B. Leno",616,34,"Brentford",616
617,278,37,4,170,71.4,18.088,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 37, 217, 218)",TRUE,140088,71.61,35.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0666666666667,2816530613,37,140,141,212,NA,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.2","51.9","17.2",NA,"1.56","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",11,"Adama Traore","AMR",TRUE,3.7623143454861,0,89.3006558843762,"A. Traore",617,34,"Brentford",617
618,280,37,6,189,36.33,30.872,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,101856,36.33,30.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,2816530601,37,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",6,"Christian Norgaard","DMC",TRUE,0,0,0,"C. Norgaard",618,34,"Brentford",618
619,279,37,6,170,68.67,37.128,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,108186,68.67,37.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,2816530621,37,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",7,"Raul Jimenez","FW",TRUE,0,0,0,"R. Jimenez",619,34,"Brentford",619
