"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_PassEndX","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_ThrowIn","type_value_LayOff","type_value_Chipped","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_ShotAssist","type_value_IntentionalAssist","type_value_HeadPass","type_value_KeyPass","type_value_FirstTouch","type_value_GoalMouthZ","type_value_RightFoot","type_value_BoxCentre","type_value_MissLeft","type_value_RegularPlay","type_value_Assisted","type_value_GoalMouthY","type_value_RelatedEventId","type_value_GoalKick","type_value_Head","type_value_Foul","type_value_FreekickTaken","type_value_CornerTaken","type_value_Cross","type_value_BlockedX","type_value_Blocked","type_value_BoxLeft","type_value_BlockedY","type_value_IndividualPlay","type_value_LowCentre","type_value_OutfielderBlock","type_value_BoxRight","type_value_MissHigh","type_value_LeadingToAttempt","type_value_OutOfBoxCentre","type_value_LeftFoot","type_value_BlockedCross","type_value_OverRun","type_value_Penalty","type_value_HighCentre","type_value_BigChance","type_value_KeeperMissed","type_value_DivingSave","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_KeeperThrow","type_value_MissRight","type_value_OtherBodyPart","type_value_Throughball","type_value_SmallBoxLeft","type_value_FromCorner","type_value_ParriedDanger","type_value_Hands","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_HighLeft","type_value_Volley","type_value_LowLeft","type_value_BigChanceCreated","type_value_LowRight","type_value_FastBreak","type_value_Yellow","type_value_PlayerPosition","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_JerseyNumber","type_value_InvolvedPlayers","type_value_HighClaim","type_value_FormationSlot","type_value_HighRight","type_value_ParriedSafe","type_value_SixYardBlock","type_value_DeepBoxRight","type_value_SmallBoxCentre","type_value_Collected","value_Zone","value_PassEndX","value_Angle","value_PassEndY","value_StandingSave","value_Length","value_Longball","value_ThrowIn","value_LayOff","value_Chipped","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_ShotAssist","value_IntentionalAssist","value_HeadPass","value_KeyPass","value_FirstTouch","value_GoalMouthZ","value_RightFoot","value_BoxCentre","value_MissLeft","value_RegularPlay","value_Assisted","value_GoalMouthY","value_RelatedEventId","value_GoalKick","value_Head","value_Foul","value_FreekickTaken","value_CornerTaken","value_Cross","value_BlockedX","value_Blocked","value_BoxLeft","value_BlockedY","value_IndividualPlay","value_LowCentre","value_OutfielderBlock","value_BoxRight","value_MissHigh","value_LeadingToAttempt","value_OutOfBoxCentre","value_LeftFoot","value_BlockedCross","value_OverRun","value_Penalty","value_HighCentre","value_BigChance","value_KeeperMissed","value_DivingSave","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_KeeperThrow","value_MissRight","value_OtherBodyPart","value_Throughball","value_SmallBoxLeft","value_FromCorner","value_ParriedDanger","value_Hands","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_HighLeft","value_Volley","value_LowLeft","value_BigChanceCreated","value_LowRight","value_FastBreak","value_Yellow","value_PlayerPosition","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_JerseyNumber","value_InvolvedPlayers","value_HighClaim","value_FormationSlot","value_HighRight","value_ParriedSafe","value_SixYardBlock","value_DeepBoxRight","value_SmallBoxCentre","value_Collected","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1065,558.5,56,45,211,89.775,22.236,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,484175,98.385,24.616,NA,NA,NA,NA,NA,559,NA,NA,NA,NA,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.05491138,0.06442595,0.00951456999999999,"Brighton","Tottenham",17,"Yankuba Minteh","ML",TRUE,0,7.75919442318635,15.4520106411297,"Y. Minteh",1065,65,"Brighton",1065
1066,559,56,46,211,98.385,24.616,"SecondHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 140, 1, 3, 11, 12)",TRUE,484175,98.385,24.616,95,38.8,11.1,36.448,TRUE,558,446133,NA,NA,NA,58.3166666666667,2818941927,58,56,NA,NA,NA,178,NA,NA,NA,NA,NA,233,NA,NA,NA,154,NA,NA,NA,103,20,NA,NA,22,29,102,55,NA,NA,NA,NA,NA,NA,146,82,NA,147,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"423",NA,NA,NA,NA,NA,NA,NA,"11.1",NA,NA,NA,NA,NA,"53.6","558",NA,NA,NA,NA,NA,NA,"95.0",NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,NA,NA,NA,"Brighton","Tottenham",17,"Yankuba Minteh","ML",TRUE,0,0,0,"Y. Minteh",1066,65,"Brighton",1066
1067,423,56,46,30,5.25,41.616,"SecondHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,330816,5.25,41.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3166666666667,2818941937,58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,"559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,NA,NA,NA,"Tottenham","Brighton",4,"Kevin Danso","DC",TRUE,0,0,0,"K. Danso",1067,66,"Tottenham",1067
1068,423.5,56,47,30,5.25,41.616,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,425229,11.97,48.62,NA,NA,NA,NA,NA,424,NA,NA,NA,NA,58.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.00941056,0.00977745,0.00036689,"Tottenham","Brighton",37,"Micky van de Ven","DC",TRUE,0,5.86853553629655,46.1854910571539,"M. v. de Ven",1068,66,"Tottenham",1068
1069,424,56,48,30,11.97,48.62,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,425229,20.58,50.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.35,2818941965,58,56,140,213,141,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","19.6","0.25","74.8",NA,"8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,NA,NA,NA,"Tottenham","Brighton",37,"Micky van de Ven","DC",TRUE,0,0,14.6078703224784,"M. v. de Ven",1069,66,"Tottenham",1069
1070,560,56,50,211,79.59,17.68,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 37, 217, 218)",TRUE,445059,91.035,26.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3833333333333,2818941999,58,56,140,213,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","86.7","0.63","38.4",NA,"14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,NA,NA,NA,"Brighton","Tottenham",27,"Mats Wieffer","DR",TRUE,14.1607532482265,0,36.3805947491406,"M. Wieffer",1070,67,"Brighton",1070
1071,425,56,51,30,14.28,39.984,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 217)",TRUE,330816,73.605,23.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,2818942449,58,56,140,213,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","70.1","6.01","34.6",NA,"61.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,NA,NA,NA,"Tottenham","Brighton",4,"Kevin Danso","DC",TRUE,0,0,-15.5033373981089,"K. Danso",1071,67,"Brighton",1071
1072,561,56,57,211,41.79,40.868,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 38, 215, 218)",TRUE,109922,22.575,38.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,2818942157,58,56,140,213,141,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","21.5","3.26","56.8",NA,"19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.01262646,0.01016549,-0.00246097,"Brighton","Tottenham",4,"Adam Webster","DC",TRUE,-18.9725781013564,0,-173.338956027715,"A. Webster",1072,67,"Brighton",1072
1073,561.5,56,59,211,22.575,38.624,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,400138,25.2,36.72,NA,NA,NA,NA,NA,562,NA,NA,NA,NA,58.5333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.01016549,0.01016549,0,"Brighton","Tottenham",1,"Bart Verbruggen","GK",TRUE,0,2.70825768671139,-35.9546284256032,"B. Verbruggen",1073,67,"Brighton",1073
1074,562,57,1,211,25.2,36.72,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,400138,34.125,17.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5666666666667,2818942341,59,56,140,213,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","32.5","5.14","25.2",NA,"21.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.01016549,0.01110462,0.000939130000000002,"Brighton","Tottenham",1,"Bart Verbruggen","GK",TRUE,6.99265260925661,0,-65.4998618883921,"B. Verbruggen",1074,67,"Brighton",1074
1075,562.5,57,5.5,211,34.125,17.136,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,365402,44.94,22.848,NA,NA,NA,NA,NA,563,NA,NA,NA,NA,58.6416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.01269174,0.01429128,0.00159954,"Brighton","Tottenham",29,"Jan Paul van Hecke","DC",TRUE,0,11.7671061580575,27.8410134774259,"J. P. van Hecke",1075,67,"Brighton",1075
1076,563,57,10,211,44.94,22.848,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,365402,46.62,48.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7166666666667,2818942421,59,56,140,213,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","44.4","1.51","71.5",NA,"25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.01429128,0.01429128,0,"Brighton","Tottenham",29,"Jan Paul van Hecke","DC",TRUE,0.903788782549576,0,86.270335514885,"J. P. van Hecke",1076,67,"Brighton",1076
1077,563.5,57,11.5,211,46.62,48.62,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,109922,48.93,51.884,NA,NA,NA,NA,NA,564,NA,NA,NA,NA,58.7416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.01429128,0.0138454,-0.000445879999999999,"Brighton","Tottenham",4,"Adam Webster","DC",TRUE,0,1.32973756283342,54.7121713984184,"A. Webster",1077,67,"Brighton",1077
1078,564,57,13,211,48.93,51.884,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,109922,64.785,65.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7666666666667,2818942523,59,56,140,213,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","61.7","0.70","96.1",NA,"20.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,0.0138454,0.0174506,0.0036052,"Brighton","Tottenham",4,"Adam Webster","DC",TRUE,7.86341789272939,0,40.3377769690154,"A. Webster",1078,67,"Brighton",1078
1079,566,57,18,211,73.5,57.868,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,425142,73.5,57.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.85,2818942557,59,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,"427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 03:00:23",61449,"Tottenham Hotspur Stadium","Robert Jones","1 : 4",30,211,NA,NA,NA,"Brighton","Tottenham",22,"Kaoru Mitoma","Sub",NA,0,0,0,"K. Mitoma",1079,67,"Brighton",1079
