"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Angle","type_value_Longball","type_value_Length","type_value_Zone","type_value_PassEndY","type_value_PassEndX","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Cross","type_value_RightFoot","type_value_BlockedCross","type_value_MissLeft","type_value_MissRight","type_value_Chipped","type_value_CornerTaken","type_value_Head","type_value_KeeperThrow","type_value_LeadingToGoal","type_value_RegularPlay","type_value_IntentionalAssist","type_value_ShotAssist","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_Assisted","type_value_LeftFoot","type_value_RelatedEventId","type_value_FirstTouch","type_value_SmallBoxCentre","type_value_HighCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_OtherBodyPart","type_value_LayOff","type_value_BoxRight","type_value_LowLeft","type_value_BlockedY","type_value_BlockedX","type_value_Blocked","type_value_OutfielderBlock","type_value_Volley","type_value_BoxCentre","type_value_GoalKick","type_value_SetPiece","type_value_HighRight","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_LowRight","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_Throughball","type_value_FromCorner","type_value_MissHigh","type_value_LowCentre","type_value_Collected","type_value_HighClaim","type_value_Red","type_value_Yellow","type_value_OverRun","type_value_SmallBoxRight","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_DeepBoxRight","type_value_FastBreak","type_value_SmallBoxLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_BoxLeft","type_value_DivingSave","type_value_LastMan","type_value_OneOnOne","type_value_AerialFoul","value_StandingSave","value_Angle","value_Longball","value_Length","value_Zone","value_PassEndY","value_PassEndX","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Cross","value_RightFoot","value_BlockedCross","value_MissLeft","value_MissRight","value_Chipped","value_CornerTaken","value_Head","value_KeeperThrow","value_LeadingToGoal","value_RegularPlay","value_IntentionalAssist","value_ShotAssist","value_BigChanceCreated","value_IntentionalGoalAssist","value_KeyPass","value_GoalMouthY","value_Assisted","value_LeftFoot","value_RelatedEventId","value_FirstTouch","value_SmallBoxCentre","value_HighCentre","value_BigChance","value_GoalMouthZ","value_Foul","value_FreekickTaken","value_ThrowIn","value_OtherBodyPart","value_LayOff","value_BoxRight","value_LowLeft","value_BlockedY","value_BlockedX","value_Blocked","value_OutfielderBlock","value_Volley","value_BoxCentre","value_GoalKick","value_SetPiece","value_HighRight","value_Hands","value_KeeperSaveInTheBox","value_LowRight","value_OutOfBoxCentre","value_IndividualPlay","value_Throughball","value_FromCorner","value_MissHigh","value_LowCentre","value_Collected","value_HighClaim","value_Red","value_Yellow","value_OverRun","value_SmallBoxRight","value_ParriedDanger","value_KeeperSaveInSixYard","value_DeepBoxRight","value_FastBreak","value_SmallBoxLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_ParriedSafe","value_KeeperSaveObox","value_BoxLeft","value_DivingSave","value_LastMan","value_OneOnOne","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1131,511,60,17,23,74.13,9.792,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,331382,79.695,24.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.25,2813457895,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.20",NA,"15.5","Center","35.7","75.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.02401521,0.02855202,0.00453681,"Newcastle","Chelsea",11,"Harvey Barnes","AMC",TRUE,12.1208643103352,0,68.9823725713844,"H. Barnes",1131,61,"Newcastle",1131
1132,512,60,19,23,79.695,24.276,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,338780,97.86,19.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2833333333333,2813457951,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.01",NA,"18.9","Center","28.2","93.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.02855202,0.06442595,0.03587393,"Newcastle","Chelsea",39,"Bruno Guimaraes","MC",TRUE,10.6551319191255,0,-15.682601769133,"B. Guimaraes",1132,61,"Newcastle",1132
1133,513,60,20,23,97.86,19.176,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,331382,101.22,34.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,2813457963,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.35",NA,"15.3","Center","50.1","96.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Newcastle","Chelsea",11,"Harvey Barnes","AMC",TRUE,12.6732808362866,0,77.2855641892427,"H. Barnes",1133,61,"Newcastle",1133
1134,526,60,21,15,3.465,33.592,"SecondHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,362151,3.465,33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3166666666667,2813457991,67,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",1,"Robert Sanchez","GK",TRUE,0,0,0,"R. Sanchez",1134,62,"Chelsea",1134
1135,526.5,60,22,15,3.465,33.592,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,362151,13.86,30.328,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,66.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.00941056,0.01082722,0.00141666,"Chelsea","Newcastle",1,"Robert Sanchez","GK",TRUE,0,10.3218779046408,-17.4321380849017,"R. Sanchez",1135,62,"Chelsea",1135
1136,527,60,23,15,13.86,30.328,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 38, 215, 218)",TRUE,362151,22.89,22.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.35,2813458081,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.56",NA,"12.0","Back","32.9","21.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01082722,0.01001304,-0.000814179999999999,"Chelsea","Newcastle",1,"Robert Sanchez","GK",TRUE,8.28467990062136,0,-41.3820876064861,"R. Sanchez",1136,62,"Chelsea",1136
1137,527.5,60,25,15,22.89,22.372,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,410175,34.44,12.036,NA,NA,NA,NA,NA,528,NA,NA,NA,NA,66.3833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01001304,0.0105949,0.00058186,"Chelsea","Newcastle",25,"Moises Caicedo","DR",TRUE,0,9.02979714014629,-41.8250996469115,"M. Caicedo",1137,62,"Chelsea",1137
1138,528,60,27,15,34.44,12.036,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,410175,45.465,1.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4166666666667,2813458165,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.53",NA,"15.1","Back","2.6","43.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01214719,0.01248344,0.00033625,"Chelsea","Newcastle",25,"Moises Caicedo","DR",TRUE,6.19925763206281,0,-42.9639014837305,"M. Caicedo",1138,62,"Chelsea",1138
1139,528.5,60,33,15,45.465,1.768,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,337916,69.51,9.52,NA,NA,NA,NA,NA,529,NA,NA,NA,NA,66.5166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01248344,0.02401521,0.01153177,"Chelsea","Newcastle",7,"Pedro Neto","AMR",TRUE,0,24.58628249148,17.8690882918261,"P. Neto",1139,62,"Chelsea",1139
1140,862,60,39,15,64.26,13.94,"SecondHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,337916,64.26,13.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6166666666667,2813679949,67,178,NA,NA,NA,56,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",7,"Pedro Neto","AMR",TRUE,0,0,0,"P. Neto",1140,62,"Chelsea",1140
1141,529,60,40,15,69.51,9.52,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,337916,63.84,15.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6333333333333,2813458271,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.31",NA,"8.4","Center","23.1","60.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.02401521,0.01870347,-0.00531174,"Chelsea","Newcastle",7,"Pedro Neto","AMR",TRUE,-1.92764351396286,0,132.498704936652,"P. Neto",1141,62,"Chelsea",1141
1142,530,60,41,15,64.05,15.708,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,410175,72.03,7.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.65,2813458371,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.48",NA,"11.5","Right","10.9","68.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01870347,0.02122129,0.00251782,"Chelsea","Newcastle",25,"Moises Caicedo","DR",TRUE,2.49478644483311,0,-46.1122629586242,"M. Caicedo",1142,62,"Chelsea",1142
1143,531,60,48,15,70.56,5.848,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,337916,63.735,19.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7666666666667,2813458467,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03",NA,"15.5","Center","29.1","60.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.02122129,0.01935132,-0.00186997,"Chelsea","Newcastle",7,"Pedro Neto","AMR",TRUE,0.838205525176832,0,116.086290498733,"P. Neto",1143,62,"Chelsea",1143
1144,531.5,60,50.5,15,63.735,19.788,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,410175,68.145,24.344,NA,NA,NA,NA,NA,532,NA,NA,NA,NA,66.8083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01935132,0.01935132,0,"Chelsea","Newcastle",25,"Moises Caicedo","DR",TRUE,0,5.54485701550412,45.932907043878,"M. Caicedo",1144,62,"Chelsea",1144
1145,532,60,53,15,68.145,24.344,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,410175,56.385,29.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.85,2813458519,67,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.70",NA,"13.0","Center","43.9","53.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01935132,0.01689528,-0.00245604,"Chelsea","Newcastle",25,"Moises Caicedo","DR",TRUE,-10.6926982191835,0,154.903142609779,"M. Caicedo",1145,62,"Chelsea",1145
