"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Zone","type_value_Length","type_value_PassEndX","type_value_StandingSave","type_value_PassEndY","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_HeadPass","type_value_Head","type_value_ThrowIn","type_value_Throughball","type_value_LayOff","type_value_Chipped","type_value_LeftFoot","type_value_Cross","type_value_GoalKick","type_value_ShotAssist","type_value_KeyPass","type_value_Assisted","type_value_LowRight","type_value_BlockedY","type_value_RightFoot","type_value_Blocked","type_value_GoalMouthZ","type_value_RelatedEventId","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_GoalMouthY","type_value_BlockedX","type_value_RegularPlay","type_value_OutfielderBlock","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_IntentionalAssist","type_value_BoxCentre","type_value_FromCorner","type_value_LowCentre","type_value_FirstTouch","type_value_Hands","type_value_Collected","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_Foul","type_value_FreekickTaken","type_value_BoxLeft","type_value_SetPiece","type_value_BlockedCross","type_value_OverRun","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_HighLeft","type_value_SmallBoxRight","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_DirectFreekick","type_value_OtherBodyPart","type_value_LowLeft","type_value_BoxRight","type_value_ParriedSafe","type_value_MissHigh","type_value_FastBreak","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_Yellow","type_value_ParriedDanger","type_value_GoalDisallowed","type_value_SmallBoxLeft","type_value_SixYardBlock","type_value_KeeperSaveObox","type_value_AerialFoul","value_Angle","value_Zone","value_Length","value_PassEndX","value_StandingSave","value_PassEndY","value_Longball","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_HeadPass","value_Head","value_ThrowIn","value_Throughball","value_LayOff","value_Chipped","value_LeftFoot","value_Cross","value_GoalKick","value_ShotAssist","value_KeyPass","value_Assisted","value_LowRight","value_BlockedY","value_RightFoot","value_Blocked","value_GoalMouthZ","value_RelatedEventId","value_OutOfBoxCentre","value_IndividualPlay","value_GoalMouthY","value_BlockedX","value_RegularPlay","value_OutfielderBlock","value_MissLeft","value_MissRight","value_CornerTaken","value_IntentionalAssist","value_BoxCentre","value_FromCorner","value_LowCentre","value_FirstTouch","value_Hands","value_Collected","value_DivingSave","value_KeeperSaveInTheBox","value_KeeperThrow","value_Foul","value_FreekickTaken","value_BoxLeft","value_SetPiece","value_BlockedCross","value_OverRun","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_HighLeft","value_SmallBoxRight","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_DirectFreekick","value_OtherBodyPart","value_LowLeft","value_BoxRight","value_ParriedSafe","value_MissHigh","value_FastBreak","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_Yellow","value_ParriedDanger","value_GoalDisallowed","value_SmallBoxLeft","value_SixYardBlock","value_KeeperSaveObox","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
640,278,41,35,14,78.75,33.592,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,433572,78.75,33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5833333333333,2809411559,41,NA,56,NA,NA,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,NA,NA,NA,"Leicester","Southampton",11,"Bilal El Khannouss","AML",TRUE,0,0,0,"B. E. Khannouss",640,23,"Southampton",640
641,290,41,35,18,26.25,34.408,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,447231,26.25,34.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5833333333333,2809411549,41,NA,56,NA,NA,178,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,NA,NA,NA,"Southampton","Leicester",18,"Mateus Fernandes","AMC",TRUE,0,0,0,"M. Fernandes",641,23,"Southampton",641
642,279,43,21,14,80.43,29.512,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 2, 5, 11, 12)",TRUE,67491,80.43,29.512,86,46.4,19,34.544,TRUE,NA,NA,NA,NA,NA,43.35,2809415247,43,NA,56,NA,NA,178,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,20,82,103,NA,18,NA,102,146,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.4",NA,NA,"19",NA,NA,NA,"50.8","86.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,NA,NA,NA,"Leicester","Southampton",18,"Jordan Ayew","AMC",TRUE,0,0,0,"J. Ayew",642,23,"Southampton",642
643,291,43,22,18,14.175,37.672,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,92550,14.175,37.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3666666666667,2809415307,43,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,NA,NA,NA,"Southampton","Leicester",5,"Jack Stephens","DC",TRUE,0,0,0,"J. Stephens",643,23,"Southampton",643
644,280,43,24,14,85.26,31.824,"FirstHalf","Goal","Successful",NA,NA,NA,"c(91, 24, 9, 10, 2, 5, 12, 18, 21, 25)",TRUE,67491,85.26,31.824,NA,NA,3.8,35.972,TRUE,NA,NA,TRUE,NA,NA,43.4,2809415399,43,NA,56,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,103,NA,18,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8",NA,NA,NA,"52.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,NA,NA,NA,"Leicester","Southampton",18,"Jordan Ayew","AMC",TRUE,0,0,0,"J. Ayew",644,23,"Southampton",644
645,292,44,23,18,52.71,34,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,447231,28.665,33.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3833333333333,2809417735,44,213,56,212,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.18","Back","24.1","27.3",NA,"48.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.01689528,0.01132376,-0.00557152,"Southampton","Leicester",18,"Mateus Fernandes","AMC",TRUE,-24.0501184240632,0,-177.894503308496,"M. Fernandes",645,24,"Southampton",645
646,293,44,27,18,29.925,32.708,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 205, 36, 37, 217, 218)",TRUE,316858,70.455,48.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.45,2809417769,44,213,56,212,140,178,141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.36","Center","43.3","67.1",NA,"70.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.01132376,0.0241224,0.01279864,"Southampton","Leicester",30,"Aaron Ramsdale","GK",TRUE,37.7834248810401,0,20.7655211117415,"A. Ramsdale",646,24,"Southampton",646
647,788,44,30,18,68.985,46.24,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 35, 38, 216, 218)",TRUE,397143,66.255,24.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,2809703475,44,213,56,212,140,NA,141,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.59","Center","22.1","63.1",NA,"35.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,NA,NA,NA,"Southampton","Leicester",11,"Ross Stewart","FW",TRUE,-1.90849420784872,0,-97.0852013080704,"R. Stewart",647,24,"Southampton",647
648,281,44,34,14,36.645,46.58,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,433572,35.7,52.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5666666666667,2809417813,44,213,56,212,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.73","Back","5.9","34.0",NA,"77.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.01269174,0.01214719,-0.00054455,"Leicester","Southampton",11,"Bilal El Khannouss","AML",TRUE,-2.20533921832907,0,99.1792881615652,"B. E. Khannouss",648,25,"Leicester",648
649,281.5,44,35,14,35.7,52.428,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,396317,29.715,51.544,NA,NA,NA,NA,NA,369,NA,NA,NA,NA,44.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.01214719,0.0105949,-0.00155229,"Leicester","Southampton",33,"Luke Thomas","DL",TRUE,0,-5.59384871569819,-171.59801293747,"L. Thomas",649,25,"Leicester",649
650,369,44,36,14,29.715,51.544,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,396317,19.635,44.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,2809434575,44,213,56,212,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.74","Back","12.2","18.7",NA,"65.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.0105949,0.01001304,-0.00058186,"Leicester","Southampton",33,"Luke Thomas","DL",TRUE,-8.73630598341659,0,-145.996272580887,"L. Thomas",650,25,"Leicester",650
651,283,44,38,14,19.635,46.036,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,299693,28.98,64.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6333333333333,2809417977,44,213,56,212,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11","Back","20.8","27.6",NA,"95.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.01001304,0.00977659,-0.000236450000000001,"Leicester","Southampton",3,"Wout Faes","DC",TRUE,4.23636690120534,0,63.3636502862351,"W. Faes",651,25,"Leicester",651
652,283.5,44,39.5,14,28.98,64.668,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,396317,33.495,62.016,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,44.6583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.00977659,0.00977659,0,"Leicester","Southampton",33,"Luke Thomas","DL",TRUE,0,5.17542842019,-30.4289288852497,"L. Thomas",652,25,"Leicester",652
653,284,44,41,14,33.495,62.016,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,396317,46.2,65.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6833333333333,2809418181,44,213,56,212,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.23","Back","13.1","44.0",NA,"95.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.00977659,0.01248344,0.00270685,"Leicester","Southampton",33,"Luke Thomas","DL",TRUE,10.322455823737,0,13.2515792750871,"L. Thomas",653,25,"Leicester",653
654,284.5,44,43,14,46.2,65.008,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,433572,59.01,64.6,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,44.7166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.01248344,0.01473596,0.00225252,"Leicester","Southampton",11,"Bilal El Khannouss","AML",TRUE,0,11.235236918131,-1.82426059184828,"B. E. Khannouss",654,25,"Leicester",654
655,285,44,45,14,59.01,64.6,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,433572,68.04,53.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.75,2809418225,44,213,56,212,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.41","Left","14.1","64.8",NA,"79.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 01:09:43",31240,"King Power Stadium","David Webb","2 : 0",14,18,0.0174506,0.01870347,0.00125287,"Leicester","Southampton",11,"Bilal El Khannouss","AML",TRUE,13.3160232625113,0,-50.1319369441712,"B. E. Khannouss",655,25,"Leicester",655
