"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Zone","type_value_StandingSave","type_value_Length","type_value_PassEndY","type_value_PassEndX","type_value_Longball","type_value_KeeperThrow","type_value_LayOff","type_value_Chipped","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_RightFoot","type_value_Cross","type_value_Head","type_value_IntentionalAssist","type_value_ShotAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_BigChance","type_value_BoxCentre","type_value_FirstTouch","type_value_RelatedEventId","type_value_GoalMouthY","type_value_MissHigh","type_value_Assisted","type_value_GoalMouthZ","type_value_FromCorner","type_value_GoalKick","type_value_HighClaim","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_OtherBodyPart","type_value_RegularPlay","type_value_LeftFoot","type_value_IntentionalGoalAssist","type_value_LowCentre","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_SmallBoxRight","type_value_OwnGoal","type_value_HighRight","type_value_ThrowinSetPiece","type_value_BlockedY","type_value_BlockedX","type_value_Volley","type_value_BoxLeft","type_value_SmallBoxCentre","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_IndividualPlay","type_value_LowRight","type_value_Hands","type_value_ParriedSafe","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_Yellow","type_value_SetPiece","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_BlockedCross","type_value_OutOfBoxCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_Collected","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_HighCentre","type_value_LowLeft","type_value_BoxRight","type_value_LeadingToGoal","value_Angle","value_Zone","value_StandingSave","value_Length","value_PassEndY","value_PassEndX","value_Longball","value_KeeperThrow","value_LayOff","value_Chipped","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_MissLeft","value_MissRight","value_CornerTaken","value_RightFoot","value_Cross","value_Head","value_IntentionalAssist","value_ShotAssist","value_BigChanceCreated","value_KeyPass","value_BigChance","value_BoxCentre","value_FirstTouch","value_RelatedEventId","value_GoalMouthY","value_MissHigh","value_Assisted","value_GoalMouthZ","value_FromCorner","value_GoalKick","value_HighClaim","value_Foul","value_FreekickTaken","value_ThrowIn","value_OtherBodyPart","value_RegularPlay","value_LeftFoot","value_IntentionalGoalAssist","value_LowCentre","value_IndirectFreekickTaken","value_Throughball","value_SmallBoxRight","value_OwnGoal","value_HighRight","value_ThrowinSetPiece","value_BlockedY","value_BlockedX","value_Volley","value_BoxLeft","value_SmallBoxCentre","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_IndividualPlay","value_LowRight","value_Hands","value_ParriedSafe","value_DivingSave","value_KeeperSaveInTheBox","value_Yellow","value_SetPiece","value_ParriedDanger","value_KeeperSaveInSixYard","value_BlockedCross","value_OutOfBoxCentre","value_Blocked","value_OutfielderBlock","value_Collected","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_HighCentre","value_LowLeft","value_BoxRight","value_LeadingToGoal","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
896,441,47,22,32,37.8,45.628,"SecondHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,460260,37.8,45.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4333333333333,2810310555,51,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,NA,NA,NA,"Man Utd","Brentford",37,"Kobbie Mainoo","MC",TRUE,0,0,0,"K. Mainoo",896,55,"Man Utd",896
897,408,47,22,189,63.21,24.548,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,101856,63.21,24.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4333333333333,2810310633,51,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,NA,NA,NA,"Brentford","Man Utd",6,"Christian Norgaard","DMC",TRUE,0,0,0,"C. Norgaard",897,55,"Man Utd",897
898,410,47,26,189,75.705,17.068,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,401168,80.745,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,2810310667,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11","Center",NA,"11.3","40.0","76.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,NA,NA,NA,"Brentford","Man Utd",24,"Mikkel Damsgaard","AMC",TRUE,8.64604085373592,0,63.5526921180787,"M. Damsgaard",898,55,"Man Utd",898
899,442,47,28,32,27.195,43.86,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,99487,32.025,63.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5333333333333,2810310697,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.33","Back",NA,"20.1","93.2","30.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01110462,0.00977659,-0.00132803,"Man Utd","Brentford",5,"Harry Maguire","Sub",NA,-0.238472561666555,0,76.0992301713821,"H. Maguire",899,55,"Man Utd",899
900,442.5,47,31.5,32,32.025,63.376,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,470680,55.335,59.16,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,50.5916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.00977659,0.01611813,0.00634154,"Man Utd","Brentford",41,"Harry Amass","DML",TRUE,0,22.9913574827836,-10.2520596515477,"H. Amass",900,55,"Man Utd",900
901,444,47,35,32,55.335,59.16,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,470680,44.205,59.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.65,2810310833,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.10","Back",NA,"11.1","87.6","42.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01611813,0.01248344,-0.00363469,"Man Utd","Brentford",41,"Harry Amass","DML",TRUE,-10.27827865822,0,177.900609578229,"H. Amass",901,55,"Man Utd",901
902,445,47,36,32,44.205,58.684,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,460260,55.755,48.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6666666666667,2810310877,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.54","Center",NA,"15.7","70.7","53.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.0138454,0.01685596,0.00301056,"Man Utd","Brentford",37,"Kobbie Mainoo","MC",TRUE,14.3978061367014,0,-42.5656582802415,"K. Mainoo",902,55,"Man Utd",902
903,446,47,37,32,55.755,48.144,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,470680,44.73,45.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6833333333333,2810310919,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.40","Back",NA,"11.4","66.6","42.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01685596,0.01429128,-0.00256468,"Man Utd","Brentford",41,"Harry Amass","DML",TRUE,-10.0820051052629,0,-165.476907868907,"H. Amass",903,55,"Man Utd",903
904,447,47,40,32,46.62,43.86,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,408962,57.12,31.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7333333333333,2810311069,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.43","Center",NA,"16.0","46.7","54.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01429128,0.01689528,0.002604,"Man Utd","Brentford",25,"Manuel Ugarte","MC",TRUE,11.2742340331849,0,-49.0589558519867,"M. Ugarte",904,55,"Man Utd",904
905,447.5,47,43,32,57.12,31.756,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,343346,65.415,17,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,50.7833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01689528,0.01935132,0.00245604,"Man Utd","Brentford",7,"Mason Mount","AMC",TRUE,0,4.85156001757667,-60.6577342444141,"M. Mount",905,55,"Man Utd",905
906,448,47,46,32,65.415,17,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,343346,56.805,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8333333333333,2810311133,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.03","Right",NA,"13.6","9.5","54.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01870347,0.01473596,-0.00396751,"Man Utd","Brentford",7,"Mason Mount","AMC",TRUE,-12.4276484966666,0,-129.244975465074,"M. Mount",906,55,"Man Utd",906
907,449,47,47,32,56.91,6.46,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,455860,57.75,21.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.85,2810311297,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.51","Center",NA,"15.1","31.6","55.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01473596,0.01685596,0.00212,"Man Utd","Brentford",55,"Tyler Fredricson","DC",TRUE,6.53895361500317,0,86.8007435743645,"T. Fredricson",907,55,"Man Utd",907
908,450,47,53,32,58.905,21.896,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,408962,57.12,9.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.95,2810311399,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.57","Right",NA,"12.5","14.0","54.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01685596,0.01611813,-0.000737829999999998,"Man Utd","Brentford",25,"Manuel Ugarte","MC",TRUE,-6.1174373415481,0,-98.2072164119182,"M. Ugarte",908,55,"Man Utd",908
909,450.5,47,55,32,57.12,9.52,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,455860,54.495,11.968,NA,NA,NA,NA,NA,451,NA,NA,NA,NA,50.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01611813,0.01611813,0,"Man Utd","Brentford",55,"Tyler Fredricson","DC",TRUE,0,-1.32626608707741,136.998273363338,"T. Fredricson",909,55,"Man Utd",909
910,451,47,57,32,54.495,11.968,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,455860,44.94,32.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0166666666667,2810311461,51,213,56,178,212,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.01","Back",NA,"22.7","47.8","42.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01611813,0.01484598,-0.00127215,"Man Utd","Brentford",55,"Tyler Fredricson","DC",TRUE,-4.97723072676461,0,114.951639661272,"T. Fredricson",910,55,"Man Utd",910
911,451.5,47,58.5,32,44.94,32.504,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,99487,46.725,38.964,NA,NA,NA,NA,NA,452,NA,NA,NA,NA,51.0416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 23:07:49",17190,"Gtech Community Stadium","Anthony Taylor","4 : 3",189,32,0.01484598,0.01484598,0,"Man Utd","Brentford",5,"Harry Maguire","Sub",NA,0,1.59258821857524,74.5536836323074,"H. Maguire",911,55,"Man Utd",911
