"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_PassEndY","type_value_Chipped","type_value_Longball","type_value_ThrowIn","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_LayOff","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_RelatedEventId","type_value_RightFoot","type_value_Assisted","type_value_GoalMouthZ","type_value_FirstTouch","type_value_MissHigh","type_value_IndividualPlay","type_value_GoalKick","type_value_Foul","type_value_FreekickTaken","type_value_Cross","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_KeeperThrow","type_value_Penalty","type_value_Yellow","type_value_DivingSave","type_value_KeeperSaved","type_value_MissLeft","type_value_BlockedY","type_value_BigChance","type_value_BlockedX","type_value_LowCentre","type_value_BoxCentre","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_BoxLeft","type_value_Collected","type_value_MissRight","type_value_IntentionalAssist","type_value_FromCorner","type_value_CornerTaken","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_Head","type_value_LowRight","type_value_OverRun","type_value_LeftFoot","type_value_Blocked","type_value_OutfielderBlock","type_value_SmallBoxLeft","type_value_DeepBoxRight","type_value_HighRight","type_value_KeeperSaveObox","type_value_FastBreak","type_value_SmallBoxCentre","type_value_SixYardBlock","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_BoxRight","type_value_SetPiece","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_SmallBoxRight","type_value_HighClaim","type_value_BlockedCross","type_value_AerialFoul","type_value_HighCentre","type_value_OneOnOne","value_Length","value_Angle","value_PassEndX","value_Zone","value_PassEndY","value_Chipped","value_Longball","value_ThrowIn","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_LayOff","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_RelatedEventId","value_RightFoot","value_Assisted","value_GoalMouthZ","value_FirstTouch","value_MissHigh","value_IndividualPlay","value_GoalKick","value_Foul","value_FreekickTaken","value_Cross","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_KeeperThrow","value_Penalty","value_Yellow","value_DivingSave","value_KeeperSaved","value_MissLeft","value_BlockedY","value_BigChance","value_BlockedX","value_LowCentre","value_BoxCentre","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_BoxLeft","value_Collected","value_MissRight","value_IntentionalAssist","value_FromCorner","value_CornerTaken","value_BigChanceCreated","value_IntentionalGoalAssist","value_Head","value_LowRight","value_OverRun","value_LeftFoot","value_Blocked","value_OutfielderBlock","value_SmallBoxLeft","value_DeepBoxRight","value_HighRight","value_KeeperSaveObox","value_FastBreak","value_SmallBoxCentre","value_SixYardBlock","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_BoxRight","value_SetPiece","value_ParriedDanger","value_KeeperSaveInSixYard","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_SmallBoxRight","value_HighClaim","value_BlockedCross","value_AerialFoul","value_HighCentre","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
956,532,47,42,52,76.23,5.712,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,144511,76.23,5.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7333333333333,2796339317,51,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,NA,NA,NA,"Real Madrid","Valencia",17,"Lucas Vazquez","DR",TRUE,0,0,0,"L. Vazquez",956,49,"Real Madrid",956
957,533,47,44,52,72.87,19.244,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,353423,74.55,24.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7666666666667,2796339495,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.4","1.25","71.0","Center","35.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.0241224,0.0241224,0,"Real Madrid","Valencia",14,"Aurelien Tchouameni","DC",TRUE,3.4120803559876,0,71.7675089192962,"A. Tchouameni",957,49,"Real Madrid",957
958,534,47,47,52,73.395,22.168,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,20874,71.715,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8166666666667,2796339597,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.7","4.56","68.3","Right","17.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.0241224,0.02401521,-0.00010719,"Real Madrid","Valencia",10,"Luka Modric","MC",TRUE,-6.39562404627262,0,-98.9992510458393,"L. Modric",958,49,"Real Madrid",958
959,535,47,48,52,70.35,11.288,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,353423,76.125,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8333333333333,2796339771,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2","5.39","72.5","Right","6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.02401521,0.02122129,-0.00279392,"Real Madrid","Valencia",14,"Aurelien Tchouameni","DC",TRUE,-0.150757993983433,0,-51.2985326643254,"A. Tchouameni",959,49,"Real Madrid",959
960,536,47,52,52,74.55,5.984,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,317541,72.24,16.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9,2796339821,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","1.79","68.8","Center","23.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.02122129,0.02401521,0.00279392,"Real Madrid","Valencia",21,"Brahim Diaz","MR",TRUE,4.05386233308351,0,102.843366798475,"B. Diaz",960,49,"Real Madrid",960
961,537,47,53,52,72.24,16.116,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,20874,68.775,8.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9166666666667,2796339923,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","4.30","65.5","Right","12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.02401521,0.0174506,-0.00656461,"Real Madrid","Valencia",10,"Luka Modric","MC",TRUE,-7.13359196146965,0,-113.714676077288,"L. Modric",961,49,"Real Madrid",961
962,538,47,56,52,68.355,6.188,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,353423,73.71,3.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9666666666667,2796339997,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.0","5.81","70.2","Right","5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.0174506,0.02122129,0.00377069,"Real Madrid","Valencia",14,"Aurelien Tchouameni","DC",TRUE,2.28590832054174,0,-26.9276778510405,"A. Tchouameni",962,49,"Real Madrid",962
963,539,47,58,52,73.71,3.468,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,379868,67.2,7.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2796340025,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.8","2.55","64.0","Right","11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.02122129,0.0174506,-0.00377069,"Real Madrid","Valencia",5,"Jude Bellingham","ML",TRUE,-2.26274176948954,0,146.236877046356,"J. Bellingham",963,49,"Real Madrid",963
964,540,47,59,52,66.885,8.636,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,353423,69.3,16.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0166666666667,2796340165,51,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.4","1.28","66.0","Center","24.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01870347,0.01870347,0,"Real Madrid","Valencia",14,"Aurelien Tchouameni","DC",TRUE,6.12433506937907,0,73.3826393173441,"A. Tchouameni",964,49,"Real Madrid",964
965,540.5,48,1,52,69.3,16.728,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,20874,71.505,21.488,NA,NA,NA,NA,NA,541,NA,NA,NA,NA,51.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.02401521,0.0241224,0.00010719,"Real Madrid","Valencia",10,"Luka Modric","MC",TRUE,0,3.90306238415648,65.1447628670636,"L. Modric",965,49,"Real Madrid",965
966,541,48,3,52,71.505,21.488,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,20874,68.775,37.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0833333333333,2796340251,52,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.7","1.74","65.5","Center","55.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.0241224,0.0199707,-0.0041517,"Real Madrid","Valencia",10,"Luka Modric","MC",TRUE,-0.683437865858011,0,99.4194065670358,"L. Modric",966,49,"Real Madrid",966
967,542,48,4,52,68.985,40.392,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,104010,73.92,50.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,2796340283,52,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6","1.13","70.4","Center","74.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.0199707,0.02401521,0.00404451,"Real Madrid","Valencia",22,"Antonio Rudiger","DC",TRUE,1.21739076989067,0,64.76752889847,"A. Rudiger",967,49,"Real Madrid",967
968,543,48,5,52,73.92,50.864,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,344644,81.795,30.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1166666666667,2796340357,52,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6","5.09","77.9","Center","45.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,NA,NA,NA,"Real Madrid","Valencia",8,"Federico Valverde","MC",TRUE,11.9270108362578,0,-68.6322756905375,"F. Valverde",968,49,"Real Madrid",968
969,367,48,7,55,30.135,30.26,"SecondHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,431507,30.135,30.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.15,2796340421,52,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,NA,NA,NA,"Valencia","Real Madrid",8,"Javi Guerra","MC",TRUE,0,0,0,"J. Guerra",969,49,"Real Madrid",969
970,544,48,8,52,83.685,30.192,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218)",TRUE,317541,84.21,35.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1666666666667,2796340443,52,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.7","1.48","80.2","Center","52.8",NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.03511326,0.03511326,0,"Real Madrid","Valencia",21,"Brahim Diaz","MR",TRUE,0.775480113230692,0,84.7485981781493,"B. Diaz",970,49,"Real Madrid",970
