"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_PassEndY","type_value_Length","type_value_PassEndX","type_value_StandingSave","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_HeadPass","type_value_ShotAssist","type_value_KeyPass","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_GoalMouthY","type_value_Volley","type_value_MissRight","type_value_BlockedY","type_value_RightFoot","type_value_RelatedEventId","type_value_Assisted","type_value_BlockedX","type_value_GoalMouthZ","type_value_Chipped","type_value_LeftFoot","type_value_Cross","type_value_ThrowIn","type_value_HighClaim","type_value_KeeperThrow","type_value_Head","type_value_LayOff","type_value_IntentionalAssist","type_value_LeadingToAttempt","type_value_HighRight","type_value_BoxRight","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_Foul","type_value_FreekickTaken","type_value_GoalKick","type_value_OtherBodyPart","type_value_Throughball","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighLeft","type_value_BigChanceCreated","type_value_FirstTouch","type_value_BigChance","type_value_LowCentre","type_value_SmallBoxRight","type_value_KeeperSaveInSixYard","type_value_MissHigh","type_value_SmallBoxCentre","type_value_BoxCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_SetPiece","type_value_ParriedDanger","type_value_DivingSave","type_value_KeeperSaveObox","type_value_LowLeft","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_LastMan","type_value_MissLeft","type_value_CornerTaken","type_value_FromCorner","type_value_Red","type_value_DirectFreekick","type_value_OverRun","type_value_BlockedCross","type_value_BoxLeft","value_Zone","value_Angle","value_PassEndY","value_Length","value_PassEndX","value_StandingSave","value_Longball","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_HeadPass","value_ShotAssist","value_KeyPass","value_IndividualPlay","value_OutOfBoxCentre","value_RegularPlay","value_GoalMouthY","value_Volley","value_MissRight","value_BlockedY","value_RightFoot","value_RelatedEventId","value_Assisted","value_BlockedX","value_GoalMouthZ","value_Chipped","value_LeftFoot","value_Cross","value_ThrowIn","value_HighClaim","value_KeeperThrow","value_Head","value_LayOff","value_IntentionalAssist","value_LeadingToAttempt","value_HighRight","value_BoxRight","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_Foul","value_FreekickTaken","value_GoalKick","value_OtherBodyPart","value_Throughball","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighLeft","value_BigChanceCreated","value_FirstTouch","value_BigChance","value_LowCentre","value_SmallBoxRight","value_KeeperSaveInSixYard","value_MissHigh","value_SmallBoxCentre","value_BoxCentre","value_Blocked","value_OutfielderBlock","value_Yellow","value_LeadingToGoal","value_IntentionalGoalAssist","value_LowRight","value_SetPiece","value_ParriedDanger","value_DivingSave","value_KeeperSaveObox","value_LowLeft","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_LastMan","value_MissLeft","value_CornerTaken","value_FromCorner","value_Red","value_DirectFreekick","value_OverRun","value_BlockedCross","value_BoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
955,322.5,44,46,183,10.29,61.268,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,468852,10.71,57.8,NA,NA,NA,NA,NA,761,NA,NA,NA,NA,44.7666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00779616,0.00878589,0.000989729999999999,"Bournemouth","Man City",2,"Dean Huijsen","DC",TRUE,0,1.30989705058266,-83.0946937014062,"D. Huijsen",955,52,"Bournemouth",955
956,761,44,47,183,10.71,57.8,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,468852,25.935,63.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7833333333333,2817540001,44,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","0.37","93.6","16.3","24.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00878589,0.00977659,0.000990700000000001,"Bournemouth","Man City",2,"Dean Huijsen","DC",TRUE,12.8063604373219,0,21.0120367078575,"D. Huijsen",956,52,"Bournemouth",956
957,761.5,44,48.5,183,25.935,63.648,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,424273,32.445,64.396,NA,NA,NA,NA,NA,323,NA,NA,NA,NA,44.8083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00844854,0.00977659,0.00132805,"Bournemouth","Man City",3,"Milos Kerkez","DL",TRUE,0,5.77621184608647,6.5545502296132,"M. Kerkez",957,52,"Bournemouth",957
958,323,44,50,183,32.445,64.396,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,424273,14.28,58.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8333333333333,2817460277,44,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.46","85.8","19.1","13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00977659,0.00878589,-0.000990700000000001,"Bournemouth","Man City",3,"Milos Kerkez","DL",TRUE,-15.2647257223334,0,-161.573567899819,"M. Kerkez",958,52,"Bournemouth",958
959,324,44,52,183,14.175,58.276,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,468852,5.88,42.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8666666666667,2817460281,44,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.24","62.0","18.1","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00878589,0.0088799,9.40100000000003e-05,"Bournemouth","Man City",2,"Dean Huijsen","DC",TRUE,-5.44199413447974,0,-117.235146699303,"D. Huijsen",959,52,"Bournemouth",959
960,325,44,54,183,5.04,39.304,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 124, 128, 36, 38, 215, 218)",TRUE,113880,32.55,9.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,2817460291,44,56,213,141,212,140,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.46","14.2","40.4","31.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Bournemouth","Man City",13,"Kepa Arrizabalaga","GK",TRUE,23.6700441892974,0,-47.1421549685935,"K. Arrizabalaga",960,52,"Bournemouth",960
961,460,44,56,167,70.98,59.16,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,394749,70.98,59.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9333333333333,2817460297,44,56,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Man City","Bournemouth",7,"Omar Marmoush","AML",TRUE,0,0,0,"O. Marmoush",961,52,"Bournemouth",961
962,326,44,58,183,31.395,12.716,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,371039,20.685,16.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9666666666667,2817460319,44,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.78","24.6","11.4","19.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.0105949,0.00942382,-0.00117108,"Bournemouth","Man City",22,"Julian Araujo","DR",TRUE,-9.44538811469563,0,159.463890680626,"J. Araujo",962,52,"Bournemouth",962
963,326.5,44,59,183,20.685,16.728,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,399826,23.625,18.496,NA,NA,NA,NA,NA,327,NA,NA,NA,NA,44.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00942382,0.01001304,0.000589220000000001,"Bournemouth","Man City",27,"Illia Zabarnyi","DC",TRUE,0,3.22712494698629,31.0210408356349,"I. Zabarnyi",963,52,"Bournemouth",963
964,327,45,0,183,23.625,18.496,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 124, 127, 36, 37, 215, 218)",TRUE,399826,29.715,62.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2817460341,45,56,213,141,212,140,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","1.43","92.0","44.5","28.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.01001304,0.00977659,-0.000236450000000001,"Bournemouth","Man City",27,"Illia Zabarnyi","DC",TRUE,2.3185732900651,0,82.1311111671974,"I. Zabarnyi",964,52,"Bournemouth",964
965,327.5,45,4,183,29.715,62.56,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,424273,37.8,61.608,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,45.0666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00977659,0.01126267,0.00148608,"Bournemouth","Man City",3,"Milos Kerkez","DL",TRUE,0,7.87008187396607,-6.7155931526929,"M. Kerkez",965,52,"Bournemouth",965
966,328,45,8,183,37.8,61.608,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,424273,35.175,49.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1333333333333,2817460387,45,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.51","72.2","12.8","33.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.01126267,0.01269174,0.00142907,"Bournemouth","Man City",3,"Milos Kerkez","DL",TRUE,1.21190794342856,0,-101.848726330671,"M. Kerkez",966,52,"Bournemouth",966
967,329,45,10,183,36.54,47.532,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 38, 216, 218)",TRUE,468852,59.22,9.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1666666666667,2817460403,45,56,213,141,212,140,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","5.26","14.7","43.9","56.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Bournemouth","Man City",2,"Dean Huijsen","DC",TRUE,18.0931770085024,0,-58.8587911283291,"D. Huijsen",967,52,"Bournemouth",967
968,463,45,14,167,47.67,58.276,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,394749,38.22,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2333333333333,2817460415,45,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.47","81.0","10.0","36.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.0138454,0.01214719,-0.00169821,"Man City","Bournemouth",7,"Omar Marmoush","AML",TRUE,-7.77014414885718,0,-161.314408714126,"O. Marmoush",968,53,"Man City",968
969,464,45,16,167,38.01,54.672,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 216, 218)",TRUE,402664,59.955,47.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2666666666667,2817460421,45,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","5.97","70.1","23.0","57.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Man City","Bournemouth",24,"Josko Gvardiol","DL",TRUE,23.0340131475551,0,-17.7010831881557,"J. Gvardiol",969,53,"Man City",969
