"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Length","type_value_PassEndY","type_value_StandingSave","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_HeadPass","type_value_Chipped","type_value_ThrowIn","type_value_LayOff","type_value_OtherBodyPart","type_value_KeeperThrow","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_LeadingToAttempt","type_value_LastMan","type_value_BlockedX","type_value_RightFoot","type_value_LowRight","type_value_GoalMouthZ","type_value_BoxCentre","type_value_RegularPlay","type_value_GoalMouthY","type_value_BlockedY","type_value_BigChance","type_value_ParriedDanger","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_RelatedEventId","type_value_LeftFoot","type_value_SixYardBlock","type_value_BoxRight","type_value_IndividualPlay","type_value_Blocked","type_value_Assisted","type_value_OutfielderBlock","type_value_ThrowinSetPiece","type_value_IntentionalAssist","type_value_FastBreak","type_value_FirstTouch","type_value_Collected","type_value_OutOfBoxCentre","type_value_Cross","type_value_BoxLeft","type_value_LowLeft","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_FromCorner","type_value_HighRight","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","type_value_HighLeft","type_value_MissHigh","type_value_GoalKick","type_value_KeeperSaveObox","type_value_Feet","type_value_Foul","type_value_FreekickTaken","type_value_BlockedCross","type_value_OverRun","type_value_Throughball","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_SmallBoxLeft","type_value_Volley","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_Yellow","type_value_DirectFreekick","type_value_DeepBoxLeft","type_value_HighClaim","type_value_AerialFoul","value_Angle","value_Length","value_PassEndY","value_StandingSave","value_Zone","value_PassEndX","value_Longball","value_HeadPass","value_Chipped","value_ThrowIn","value_LayOff","value_OtherBodyPart","value_KeeperThrow","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_LeadingToAttempt","value_LastMan","value_BlockedX","value_RightFoot","value_LowRight","value_GoalMouthZ","value_BoxCentre","value_RegularPlay","value_GoalMouthY","value_BlockedY","value_BigChance","value_ParriedDanger","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_ShotAssist","value_KeyPass","value_LowCentre","value_RelatedEventId","value_LeftFoot","value_SixYardBlock","value_BoxRight","value_IndividualPlay","value_Blocked","value_Assisted","value_OutfielderBlock","value_ThrowinSetPiece","value_IntentionalAssist","value_FastBreak","value_FirstTouch","value_Collected","value_OutOfBoxCentre","value_Cross","value_BoxLeft","value_LowLeft","value_MissLeft","value_MissRight","value_CornerTaken","value_BigChanceCreated","value_SmallBoxCentre","value_FromCorner","value_HighRight","value_ParriedSafe","value_KeeperSaveInSixYard","value_HighLeft","value_MissHigh","value_GoalKick","value_KeeperSaveObox","value_Feet","value_Foul","value_FreekickTaken","value_BlockedCross","value_OverRun","value_Throughball","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_CaptainPlayerId","value_InvolvedPlayers","value_SmallBoxLeft","value_Volley","value_LeadingToGoal","value_IntentionalGoalAssist","value_Yellow","value_DirectFreekick","value_DeepBoxLeft","value_HighClaim","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1059,409,56,47,23,11.13,1.156,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 35, 37, 215, 218)",TRUE,331382,10.5,6.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7666666666667,2816659031,57,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.68","5.5","9.8",NA,"Back","10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",11,"Harvey Barnes","AMC",TRUE,1.07569344796511,0,96.5250824686479,"H. Barnes",1059,53,"Arsenal",1059
1060,573.5,56,49,13,94.29,59.976,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,113994,97.335,59.296,NA,NA,NA,NA,NA,574,NA,NA,NA,NA,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.03485072,0.0379259,0.00307518,"Arsenal","Newcastle",19,"Leandro Trossard","FW",TRUE,0,1.66547565952412,-12.5885634109481,"L. Trossard",1060,53,"Arsenal",1060
1061,573,56,49,13,94.29,59.976,"SecondHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,113994,94.29,59.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8,2816659029,57,NA,NA,NA,178,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,"769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",19,"Leandro Trossard","FW",TRUE,0,0,0,"L. Trossard",1061,53,"Arsenal",1061
1062,769,56,49,23,10.71,8.024,"SecondHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,141486,10.71,8.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8,2816928669,57,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",23,"Jacob Murphy","DMR",TRUE,0,0,0,"J. Murphy",1062,53,"Arsenal",1062
1063,574,56,54,13,97.335,59.296,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 205, 35, 38, 217, 218)",TRUE,113994,83.895,39.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8833333333333,2816659089,57,213,212,141,178,56,140,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.11","23.6","58.7",NA,"Center","79.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.04647721,0.03511326,-0.01136395,"Arsenal","Newcastle",19,"Leandro Trossard","FW",TRUE,4.51330882608731,0,-124.741248275524,"L. Trossard",1063,53,"Arsenal",1063
1064,575,56,56,13,83.685,39.168,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 217, 218)",TRUE,238940,94.92,29.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9166666666667,2816659105,57,213,212,141,NA,56,140,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.58","14.7","43.7",NA,"Center","90.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",5,"Thomas Partey","MC",TRUE,10.9799837852566,0,-40.0738854611784,"T. Partey",1064,53,"Arsenal",1064
1065,410,56,58,23,7.245,39.576,"SecondHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,105720,7.245,39.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.95,2816659131,57,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",22,"Nick Pope","GK",TRUE,0,0,0,"N. Pope",1065,54,"Newcastle",1065
1066,411,56,59,23,11.55,40.936,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 37, 216, 218)",TRUE,105720,49.14,61.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9666666666667,2816659175,57,213,212,141,178,56,140,1,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.50","42.8","90.3",NA,"Back","46.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01082722,0.01248344,0.00165622,"Newcastle","Arsenal",22,"Nick Pope","GK",TRUE,31.487123689146,0,28.5685800737063,"N. Pope",1066,54,"Newcastle",1066
1067,411.5,57,4.5,23,49.14,61.404,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,349669,97.02,55.692,NA,NA,NA,NA,NA,412,NA,NA,NA,NA,57.0583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01248344,0.04647721,0.03399377,"Newcastle","Arsenal",10,"Anthony Gordon","AMC",TRUE,0,39.1066526820694,-6.80313333350307,"A. Gordon",1067,54,"Newcastle",1067
1068,412,57,10,23,97.02,55.692,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 126, 35, 38, 217, 218)",TRUE,349669,88.725,24.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.15,2816659263,58,213,212,141,178,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.46","32.8","35.3",NA,"Center","84.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",10,"Anthony Gordon","AMC",TRUE,4.01364619459787,0,-104.669221803032,"A. Gordon",1068,54,"Newcastle",1068
1069,577,57,15,13,8.085,56.44,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,332325,27.615,63.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2333333333333,2816659459,58,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.37","20.9","94.1",NA,"Back","26.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.00750072,0.00977659,0.00227587,"Arsenal","Newcastle",41,"Declan Rice","MC",TRUE,16.4867179316659,0,21.1306364774471,"D. Rice",1069,55,"Arsenal",1069
1070,577.5,57,20,13,27.615,63.988,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,380706,26.985,31.484,NA,NA,NA,NA,NA,578,NA,NA,NA,NA,57.3166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.00977659,0.01132376,0.00154717,"Arsenal","Newcastle",11,"Gabriel Martinelli","FWL",TRUE,0,4.93671875385614,-91.1103809376573,"G. Martinelli",1070,55,"Arsenal",1070
1071,578,57,25,13,26.985,31.484,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,380706,25.095,25.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,2816659465,58,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.40","6.1","37.7",NA,"Back","23.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01132376,0.01016549,-0.00115827,"Arsenal","Newcastle",11,"Gabriel Martinelli","FWL",TRUE,-2.28599516241466,0,-107.910179677305,"G. Martinelli",1071,55,"Arsenal",1071
1072,579,57,26,13,24.78,25.636,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,322036,13.335,33.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4166666666667,2816659475,58,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.55","13.8","49.0",NA,"Back","12.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01016549,0.01082722,0.000661730000000001,"Arsenal","Newcastle",4,"Ben White","DR",TRUE,-11.0126717746672,0,146.123185528912,"B. White",1072,55,"Arsenal",1072
1073,580,57,27,13,14.175,32.3,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,424462,15.225,56.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4333333333333,2816659543,58,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.53","23.9","82.6",NA,"Back","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01082722,0.00878589,-0.00204133,"Arsenal","Newcastle",15,"Jakub Kiwior","DC",TRUE,-1.6305513223779,0,87.4810707195683,"J. Kiwior",1073,55,"Arsenal",1073
