"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_Head","type_value_Chipped","type_value_LayOff","type_value_Cross","type_value_RightFoot","type_value_GoalKick","type_value_OtherBodyPart","type_value_HighClaim","type_value_LastMan","type_value_BoxCentre","type_value_GoalMouthY","type_value_RegularPlay","type_value_GoalMouthZ","type_value_IndividualPlay","type_value_MissRight","type_value_LeftFoot","type_value_BlockedCross","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_BlockedX","type_value_Assisted","type_value_RelatedEventId","type_value_FirstTouch","type_value_BlockedY","type_value_LowLeft","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OverRun","type_value_OutOfBoxCentre","type_value_LowCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_Yellow","type_value_MissLeft","type_value_CornerTaken","type_value_MissHigh","type_value_BigChanceCreated","type_value_BigChance","type_value_ParriedDanger","type_value_Feet","type_value_LowRight","type_value_VoidYellowCard","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_SetPiece","type_value_OutOfBoxRight","type_value_Throughball","type_value_SecondYellow","type_value_BoxRight","type_value_HighRight","type_value_ParriedSafe","type_value_FromCorner","type_value_BoxLeft","type_value_SixYardBlock","type_value_Volley","type_value_SmallBoxRight","type_value_KeeperSaveInSixYard","value_Angle","value_PassEndX","value_Zone","value_PassEndY","value_StandingSave","value_Length","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Foul","value_FreekickTaken","value_ThrowIn","value_Head","value_Chipped","value_LayOff","value_Cross","value_RightFoot","value_GoalKick","value_OtherBodyPart","value_HighClaim","value_LastMan","value_BoxCentre","value_GoalMouthY","value_RegularPlay","value_GoalMouthZ","value_IndividualPlay","value_MissRight","value_LeftFoot","value_BlockedCross","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_BlockedX","value_Assisted","value_RelatedEventId","value_FirstTouch","value_BlockedY","value_LowLeft","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_KeeperThrow","value_OverRun","value_OutOfBoxCentre","value_LowCentre","value_Blocked","value_OutfielderBlock","value_Yellow","value_MissLeft","value_CornerTaken","value_MissHigh","value_BigChanceCreated","value_BigChance","value_ParriedDanger","value_Feet","value_LowRight","value_VoidYellowCard","value_LeadingToGoal","value_IntentionalGoalAssist","value_SmallBoxCentre","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_SetPiece","value_OutOfBoxRight","value_Throughball","value_SecondYellow","value_BoxRight","value_HighRight","value_ParriedSafe","value_FromCorner","value_BoxLeft","value_SixYardBlock","value_Volley","value_SmallBoxRight","value_KeeperSaveInSixYard","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
677,270,44,19,24,54.915,23.936,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 35, 37, 216, 218)",TRUE,148503,45.045,43.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3166666666667,2812786591,44,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03","42.9","Back","64.5",NA,"22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",11,"Ollie Watkins","FW",TRUE,-9.67424557014544,0,116.353007746137,"O. Watkins",677,36,"Aston Villa",677
678,378,44,26,183,68.775,36.516,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,344314,73.08,59.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4333333333333,2812786825,44,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.39","69.6","Left","87.8",NA,"23.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.02385149,0.02122129,-0.0026302,"Bournemouth","Aston Villa",16,"Marcus Tavernier","AMR",TRUE,-4.67043484919142,0,79.4824231919806,"M. Tavernier",678,36,"Aston Villa",678
679,379,44,31,183,93.345,52.36,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,357073,93.345,52.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5166666666667,2812786833,44,NA,NA,56,NA,178,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",24,"Antoine Semenyo","AML",TRUE,0,0,0,"A. Semenyo",679,36,"Aston Villa",679
680,272,44,31,24,11.655,15.64,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,362824,11.655,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5166666666667,2812786847,44,NA,NA,56,NA,178,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",27,"Morgan Rogers","AMR",TRUE,0,0,0,"M. Rogers",680,36,"Aston Villa",680
681,273,44,31,24,9.975,19.38,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,322043,9.975,19.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5166666666667,2812786859,44,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",2,"Matty Cash","DR",TRUE,0,0,0,"M. Cash",681,36,"Aston Villa",681
682,275,44,34,24,14.07,15.912,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,362824,14.07,15.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5666666666667,2812786883,44,NA,NA,56,NA,178,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",27,"Morgan Rogers","AMR",TRUE,0,0,0,"M. Rogers",682,36,"Aston Villa",682
683,380,44,34,183,90.93,52.088,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,424273,90.93,52.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5666666666667,2812786913,44,NA,NA,56,NA,178,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",3,"Milos Kerkez","DL",TRUE,0,0,0,"M. Kerkez",683,36,"Aston Villa",683
684,277,44,35,24,14.91,17,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,362824,14.91,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5833333333333,2812786965,44,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",27,"Morgan Rogers","AMR",TRUE,0,0,0,"M. Rogers",684,36,"Aston Villa",684
685,423,44,36,183,90.51,51.816,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,384430,90.51,51.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,2812793241,44,NA,NA,56,NA,178,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",9,"Evanilson","FW",TRUE,0,0,0,"Evanilson",685,36,"Aston Villa",685
686,278,44,36,24,14.49,16.184,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,362824,14.49,16.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,2812786997,44,NA,NA,56,NA,178,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",27,"Morgan Rogers","AMR",TRUE,0,0,0,"M. Rogers",686,36,"Aston Villa",686
687,278.5,44,37,24,14.49,16.184,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,400815,14.595,24.276,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,44.6166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.00878589,0.00977745,0.000991560000000001,"Aston Villa","Bournemouth",24,"Amadou Onana","DMC",TRUE,0,1.32033342174653,89.2565843746722,"A. Onana",687,36,"Aston Villa",687
688,381,44,38,183,89.775,45.696,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 204)",TRUE,384430,89.775,45.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6333333333333,2812786981,44,NA,NA,56,NA,178,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",9,"Evanilson","FW",TRUE,0,0,0,"Evanilson",688,36,"Aston Villa",688
689,279,44,39,24,14.595,24.276,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,400815,34.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.65,2812787045,44,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.37","32.8","Back","0.0",NA,"32.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",24,"Amadou Onana","DMC",TRUE,0,0,-50.7348927456567,"A. Onana",689,36,"Aston Villa",689
690,385,45,19,183,68.67,68,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 212, 36, 38, 217)",TRUE,424273,82.53,64.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3166666666667,2812787719,45,213,140,56,141,NA,212,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.97","78.6","Left","94.7",NA,"14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",3,"Milos Kerkez","DL",TRUE,11.9583986256411,0,-14.5757650423887,"M. Kerkez",690,36,"Aston Villa",690
691,281,45,21,24,25.305,4.216,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,322043,30.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.35,2812787725,45,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.50","29.4","Back","0.0",NA,"7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",2,"Matty Cash","DR",TRUE,0,0,-37.1472813713029,"M. Cash",691,36,"Aston Villa",691
