"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Length","type_value_Longball","type_value_KeeperThrow","type_value_LayOff","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_MissLeft","type_value_RightFoot","type_value_CornerTaken","type_value_Cross","type_value_Chipped","type_value_OtherBodyPart","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_LowRight","type_value_RelatedEventId","type_value_Blocked","type_value_BoxLeft","type_value_RegularPlay","type_value_BlockedX","type_value_IndividualPlay","type_value_Assisted","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_ThrowIn","type_value_LowCentre","type_value_LeftFoot","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_BigChance","type_value_SmallBoxRight","type_value_FirstTouch","type_value_Head","type_value_FromCorner","type_value_GoalKick","type_value_BoxCentre","type_value_LowLeft","type_value_OutOfBoxCentre","type_value_ParriedDanger","type_value_Hands","type_value_DivingSave","type_value_KeeperSaveObox","type_value_KeeperSaveInTheBox","type_value_BlockedCross","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_Collected","type_value_Feet","type_value_ParriedSafe","type_value_HighClaim","type_value_Throughball","type_value_HighLeft","type_value_MissRight","type_value_Volley","type_value_IntentionalGoalAssist","type_value_SetPiece","type_value_OverRun","type_value_Yellow","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_OutOfBoxRight","type_value_HighCentre","value_PassEndY","value_PassEndX","value_StandingSave","value_Angle","value_Zone","value_Length","value_Longball","value_KeeperThrow","value_LayOff","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_MissLeft","value_RightFoot","value_CornerTaken","value_Cross","value_Chipped","value_OtherBodyPart","value_ShotAssist","value_KeyPass","value_BlockedY","value_GoalMouthY","value_GoalMouthZ","value_LowRight","value_RelatedEventId","value_Blocked","value_BoxLeft","value_RegularPlay","value_BlockedX","value_IndividualPlay","value_Assisted","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_HeadPass","value_ThrowIn","value_LowCentre","value_LeftFoot","value_IntentionalAssist","value_BigChanceCreated","value_BigChance","value_SmallBoxRight","value_FirstTouch","value_Head","value_FromCorner","value_GoalKick","value_BoxCentre","value_LowLeft","value_OutOfBoxCentre","value_ParriedDanger","value_Hands","value_DivingSave","value_KeeperSaveObox","value_KeeperSaveInTheBox","value_BlockedCross","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_BoxRight","value_MissHigh","value_HighRight","value_Collected","value_Feet","value_ParriedSafe","value_HighClaim","value_Throughball","value_HighLeft","value_MissRight","value_Volley","value_IntentionalGoalAssist","value_SetPiece","value_OverRun","value_Yellow","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_OutOfBoxRight","value_HighCentre","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1133,540,55,22,52,13.125,26.112,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,39722,2.835,33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3166666666667,2786241553,60,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.4","2.7",NA,"2.51","Back","12.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01082722,0.00941056,-0.00141666,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,-9.95282118555866,0,143.985871896869,"D. Alaba",1133,65,"Real Madrid",1133
1134,541,55,24,52,2.835,33.592,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,345031,12.6,9.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.35,2786241585,60,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.6","12.0",NA,"5.10","Back","25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00941056,0.00878589,-0.000624670000000001,"Real Madrid","Rayo Vallecano",13,"Andrii Lunin","GK",TRUE,6.68167367107023,0,-67.5764040034112,"A. Lunin",1134,65,"Real Madrid",1134
1135,542,55,25,52,14.07,9.86,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 37, 216, 218)",TRUE,144511,41.16,59.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3666666666667,2786241645,60,141,140,178,213,56,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86.9","39.2",NA,"1.07","Back","56.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00878589,0.01126267,0.00247678,"Real Madrid","Rayo Vallecano",17,"Lucas Vazquez","DR",TRUE,25.4856517375316,0,61.1781279623183,"L. Vazquez",1135,65,"Real Madrid",1135
1136,543,55,29,52,41.16,59.092,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,379868,41.16,59.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4333333333333,2786241653,60,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",5,"Jude Bellingham","ML",TRUE,0,0,0,"J. Bellingham",1136,65,"Real Madrid",1136
1137,544,55,33,52,61.005,49.776,"SecondHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,337782,61.005,49.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,2786241705,60,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",7,"Vinicius Junior","FW",TRUE,0,0,0,"V. Junior",1137,65,"Real Madrid",1137
1138,512,55,33,64,43.995,18.224,"SecondHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,372331,43.995,18.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,2786241713,60,NA,NA,178,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,0,0,"A. Ratiu",1138,65,"Real Madrid",1138
1139,547,55,33,52,59.955,46.988,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,337782,59.955,46.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,2786241951,60,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",7,"Vinicius Junior","FW",TRUE,0,0,0,"V. Junior",1139,65,"Real Madrid",1139
1140,514.5,55,36,64,61.11,22.78,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,372331,71.925,45.696,NA,NA,NA,NA,NA,515,NA,NA,NA,NA,59.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01935132,0.0241224,0.00477108,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,10.2193645949314,64.7354540254984,"A. Ratiu",1140,66,"Rayo Vallecano",1140
1141,514,55,36,64,61.11,22.78,"SecondHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,372331,61.11,22.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.55,2786241775,60,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,0,0,"A. Ratiu",1141,66,"Rayo Vallecano",1141
1142,545,55,36,52,43.89,45.22,"SecondHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,20874,43.89,45.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.55,2786241745,60,NA,NA,NA,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",10,"Luka Modric","MC",TRUE,0,0,0,"L. Modric",1142,66,"Rayo Vallecano",1142
1143,515,55,40,64,71.925,45.696,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,372331,74.13,65.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6166666666667,2786241831,60,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.7","70.6",NA,"1.46","Left","19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.0241224,0.02122129,-0.00290111,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,-8.72060308832985,0,83.5089662106653,"A. Ratiu",1143,66,"Rayo Vallecano",1143
1144,516,55,43,64,74.655,65.212,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,143655,105,61.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6666666666667,2786241853,60,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.1","100.0",NA,"6.18","Left","31.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",22,"Alfonso Espino","DL",TRUE,15.5836892504759,0,-6.13930314102577,"A. Espino",1144,66,"Rayo Vallecano",1144
1145,548,55,55,52,3.57,28.084,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,345031,8.505,46.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8666666666667,2786242093,60,141,140,NA,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.8","8.1",NA,"1.31","Back","19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00941056,0.0088799,-0.000530660000000001,"Real Madrid","Rayo Vallecano",13,"Andrii Lunin","GK",TRUE,4.26423043521531,0,75.216478273841,"A. Lunin",1145,67,"Real Madrid",1145
1146,549,55,59,52,8.925,47.668,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,39722,11.55,63.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9333333333333,2786242201,60,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.2","11.0",NA,"1.41","Back","15.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00977745,0.00779616,-0.00198129,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,-0.916058011641738,0,80.5128367878889,"D. Alaba",1146,67,"Real Madrid",1146
1147,549.5,56,0,52,11.55,63.376,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,422957,14.07,65.008,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,59.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00779616,0.00779616,0,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,0,1.88677416437247,32.927862653164,"F. Garcia",1147,67,"Real Madrid",1147
1148,550,56,1,52,14.07,65.008,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 37, 215, 218)",TRUE,422957,29.505,65.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9666666666667,2786242215,61,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.9","28.1",NA,"0.01","Back","15.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,14.3790261372282,0,0.757217914666962,"F. Garcia",1148,67,"Real Madrid",1148
