"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_Zone","type_value_Length","type_value_Chipped","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_Longball","type_value_Cross","type_value_LeftFoot","type_value_HighClaim","type_value_Head","type_value_ThrowIn","type_value_LayOff","type_value_Foul","type_value_FreekickTaken","type_value_RightFoot","type_value_KeeperThrow","type_value_DivingSave","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_GoalMouthZ","type_value_LowRight","type_value_IndividualPlay","type_value_RegularPlay","type_value_BlockedX","type_value_BlockedY","type_value_GoalMouthY","type_value_BoxLeft","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_AerialFoul","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_RelatedEventId","type_value_OutOfBoxCentre","type_value_Blocked","type_value_LowCentre","type_value_Assisted","type_value_FirstTouch","type_value_OutfielderBlock","type_value_OtherBodyPart","type_value_OverRun","type_value_GoalKick","type_value_FastBreak","type_value_DeepBoxLeft","type_value_HighRight","type_value_BoxCentre","type_value_HighLeft","type_value_Yellow","type_value_LowLeft","type_value_KeeperSaveObox","type_value_MissHigh","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_SixYardBlock","type_value_OutOfBoxDeepLeft","type_value_DirectFreekick","type_value_SetPiece","type_value_SmallBoxLeft","type_value_BlockedCross","type_value_Feet","type_value_ParriedDanger","type_value_Penalty","type_value_KeeperMissed","type_value_BigChance","type_value_BigChanceCreated","type_value_BoxRight","type_value_HighCentre","type_value_ParriedSafe","value_PassEndX","value_Angle","value_PassEndY","value_StandingSave","value_Zone","value_Length","value_Chipped","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_Longball","value_Cross","value_LeftFoot","value_HighClaim","value_Head","value_ThrowIn","value_LayOff","value_Foul","value_FreekickTaken","value_RightFoot","value_KeeperThrow","value_DivingSave","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_GoalMouthZ","value_LowRight","value_IndividualPlay","value_RegularPlay","value_BlockedX","value_BlockedY","value_GoalMouthY","value_BoxLeft","value_Hands","value_KeeperSaveInTheBox","value_MissLeft","value_MissRight","value_CornerTaken","value_AerialFoul","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_RelatedEventId","value_OutOfBoxCentre","value_Blocked","value_LowCentre","value_Assisted","value_FirstTouch","value_OutfielderBlock","value_OtherBodyPart","value_OverRun","value_GoalKick","value_FastBreak","value_DeepBoxLeft","value_HighRight","value_BoxCentre","value_HighLeft","value_Yellow","value_LowLeft","value_KeeperSaveObox","value_MissHigh","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_InvolvedPlayers","value_SixYardBlock","value_OutOfBoxDeepLeft","value_DirectFreekick","value_SetPiece","value_SmallBoxLeft","value_BlockedCross","value_Feet","value_ParriedDanger","value_Penalty","value_KeeperMissed","value_BigChance","value_BigChanceCreated","value_BoxRight","value_HighCentre","value_ParriedSafe","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
789,355,43,31,211,68.04,42.364,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,469629,56.28,39.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5166666666667,2810286459,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.6","3.34","58.8",NA,"Center","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.0199707,0.01689528,-0.00307542,"Brighton","Newcastle",41,"Jack Hinshelwood","DMC",TRUE,-11.1915491758555,0,-168.558956131233,"J. Hinshelwood",789,36,"Brighton",789
790,356,43,33,211,56.07,39.712,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,86441,57.96,26.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.55,2810286589,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.2","4.86","39.2",NA,"Center","13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01689528,0.01689528,0,"Brighton","Newcastle",5,"Lewis Dunk","DC",TRUE,1.65244582864737,0,-81.7630232855949,"L. Dunk",790,36,"Brighton",790
791,357,43,37,211,57.645,26.588,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,365402,54.6,46.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6166666666667,2810286641,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.0","1.72","69.1",NA,"Center","20.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01689528,0.01685596,-3.93199999999989e-05,"Brighton","Newcastle",29,"Jan Paul van Hecke","DC",TRUE,-4.11504293416765,0,98.4895589720722,"J. P. van Hecke",791,36,"Brighton",791
792,358,43,40,211,54.6,46.988,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,86441,59.325,55.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6666666666667,2810286709,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.5","1.08","82.1",NA,"Left","10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01685596,0.01611813,-0.000737829999999998,"Brighton","Newcastle",5,"Lewis Dunk","DC",TRUE,1.42380251839555,0,61.8753954387061,"L. Dunk",792,36,"Brighton",792
793,359,43,41,211,59.64,55.42,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,298694,69.72,55.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6833333333333,2810286737,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.4","6.26","81.1",NA,"Left","10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01611813,0.02401521,0.00789708,"Brighton","Newcastle",30,"Pervis Estupinan","DL",TRUE,9.03028344810304,0,-1.54570149888888,"P. Estupinan",793,36,"Brighton",793
794,360,43,43,211,70.35,54.808,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,469629,80.115,63.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7166666666667,2810286943,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76.3","0.71","92.9",NA,"Left","12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.02401521,0.02756312,0.00354791,"Brighton","Newcastle",41,"Jack Hinshelwood","DMC",TRUE,2.07367609518198,0,40.580993962201,"J. Hinshelwood",794,36,"Brighton",794
795,360.5,43,46.5,211,80.115,63.172,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,443004,87.465,53.992,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,43.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.02756312,0.04066992,0.0131068,"Brighton","Newcastle",11,"Simon Adingra","AML",TRUE,0,11.7516740422413,-51.3173647433276,"S. Adingra",795,36,"Brighton",795
796,361,43,50,211,87.465,53.992,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,443004,91.035,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8333333333333,2810287003,43,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86.7","1.00","87.5",NA,"Left","6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.04066992,0.03485072,-0.0058192,"Brighton","Newcastle",11,"Simon Adingra","AML",TRUE,-2.48113818041285,0,57.0507848834095,"S. Adingra",796,36,"Brighton",796
797,361.5,43,51.5,211,91.035,59.5,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,298694,94.395,56.984,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,43.8583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.04066992,0.04066992,0,"Brighton","Newcastle",30,"Pervis Estupinan","DL",TRUE,0,3.76089793312869,-36.8262187676938,"P. Estupinan",797,36,"Brighton",797
798,362,43,53,211,94.395,56.984,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 124, 126, 36, 38, 217, 218)",TRUE,298694,101.85,34.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8833333333333,2810287045,43,140,213,141,178,56,212,155,NA,NA,NA,NA,NA,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.0","5.03","50.5",NA,"Center","23.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,NA,NA,NA,"Brighton","Newcastle",30,"Pervis Estupinan","DL",TRUE,22.144354539874,0,-71.7770963506737,"P. Estupinan",798,36,"Brighton",798
799,405,43,55,23,2.52,33.66,"FirstHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,105720,2.52,33.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9166666666667,2810287063,43,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,NA,NA,NA,"Newcastle","Brighton",22,"Nick Pope","GK",TRUE,0,0,0,"N. Pope",799,37,"Newcastle",799
800,405.5,43,59,23,2.52,33.66,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,105720,15.435,35.02,NA,NA,NA,NA,NA,406,NA,NA,NA,NA,43.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.00941056,0.01082722,0.00141666,"Newcastle","Brighton",22,"Nick Pope","GK",TRUE,0,12.909756126896,6.01131529344027,"N. Pope",800,37,"Newcastle",800
801,406,44,3,23,15.435,35.02,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 38, 215, 218)",TRUE,105720,28.455,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.05,2810287365,44,140,213,141,178,56,212,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.1","5.12","7.0",NA,"Back","32.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01082722,0.00977659,-0.00105063,"Newcastle","Brighton",22,"Nick Pope","GK",TRUE,7.6311067313043,0,-66.7191930224346,"N. Pope",801,37,"Newcastle",801
802,407,44,6,23,28.245,5.168,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,83078,32.235,17.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,2810287445,44,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.7","1.26","25.8",NA,"Back","13.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.00977659,0.01110462,0.00132803,"Newcastle","Brighton",2,"Kieran Trippier","DR",TRUE,7.38896840000697,0,72.1307725287358,"K. Trippier",802,37,"Newcastle",802
803,407.5,44,7.5,23,32.235,17.544,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,338780,34.335,20.604,NA,NA,NA,NA,NA,408,NA,NA,NA,NA,44.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01110462,0.01110462,0,"Newcastle","Brighton",39,"Bruno Guimaraes","MC",TRUE,0,2.67904539207549,55.5391837286281,"B. Guimaraes",803,37,"Newcastle",803
