"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Length","type_value_PassEndX","type_value_Angle","type_value_StandingSave","type_value_PassEndY","type_value_Longball","type_value_Head","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_KeeperThrow","type_value_Chipped","type_value_HeadPass","type_value_ThrowIn","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_FreekickTaken","type_value_ShotAssist","type_value_RegularPlay","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_KeyPass","type_value_LowRight","type_value_BigChance","type_value_GoalMouthY","type_value_RelatedEventId","type_value_BoxCentre","type_value_Assisted","type_value_GoalMouthZ","type_value_RightFoot","type_value_Foul","type_value_FastBreak","type_value_IndividualPlay","type_value_LeftFoot","type_value_GoalKick","type_value_Cross","type_value_OtherBodyPart","type_value_MissLeft","type_value_FirstTouch","type_value_Volley","type_value_BlockedX","type_value_BoxLeft","type_value_BlockedY","type_value_Hands","type_value_DivingSave","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_Throughball","type_value_LayOff","type_value_SetPiece","type_value_LowCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_BoxRight","type_value_DeepBoxLeft","type_value_LowLeft","type_value_CornerTaken","type_value_FromCorner","type_value_SixYardBlock","type_value_OutOfBoxCentre","type_value_GoalDisallowed","type_value_Yellow","type_value_OverRun","type_value_SmallBoxCentre","type_value_SavedOffline","type_value_LastMan","type_value_OwnGoal","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_LeadingToAttempt","type_value_MissRight","type_value_DirectFreekick","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_ParriedDanger","type_value_HighClaim","type_value_SmallBoxLeft","type_value_BlockedCross","type_value_KeeperSaveObox","type_value_MissHigh","type_value_Penalty","type_value_KeeperMissed","value_Zone","value_Length","value_PassEndX","value_Angle","value_StandingSave","value_PassEndY","value_Longball","value_Head","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_KeeperThrow","value_Chipped","value_HeadPass","value_ThrowIn","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_FreekickTaken","value_ShotAssist","value_RegularPlay","value_IntentionalAssist","value_BigChanceCreated","value_IntentionalGoalAssist","value_KeyPass","value_LowRight","value_BigChance","value_GoalMouthY","value_RelatedEventId","value_BoxCentre","value_Assisted","value_GoalMouthZ","value_RightFoot","value_Foul","value_FastBreak","value_IndividualPlay","value_LeftFoot","value_GoalKick","value_Cross","value_OtherBodyPart","value_MissLeft","value_FirstTouch","value_Volley","value_BlockedX","value_BoxLeft","value_BlockedY","value_Hands","value_DivingSave","value_Collected","value_KeeperSaveInTheBox","value_Throughball","value_LayOff","value_SetPiece","value_LowCentre","value_Blocked","value_OutfielderBlock","value_BoxRight","value_DeepBoxLeft","value_LowLeft","value_CornerTaken","value_FromCorner","value_SixYardBlock","value_OutOfBoxCentre","value_GoalDisallowed","value_Yellow","value_OverRun","value_SmallBoxCentre","value_SavedOffline","value_LastMan","value_OwnGoal","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_LeadingToAttempt","value_MissRight","value_DirectFreekick","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_ParriedDanger","value_HighClaim","value_SmallBoxLeft","value_BlockedCross","value_KeeperSaveObox","value_MissHigh","value_Penalty","value_KeeperMissed","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
774,287,38,12,15,36.855,8.568,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,425319,24.36,25.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,2810471449,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","20.7","23.2","2.22",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01214719,0.01001304,-0.00213415,"Chelsea","Liverpool",45,"Romeo Lavia","DMC",TRUE,-8.39451143437319,0,127.095581479209,"R. Lavia",774,42,"Chelsea",774
775,287.5,38,14.5,15,24.36,25.092,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,421351,28.455,34.884,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,38.2416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01001304,0.01132376,0.00131072,"Chelsea","Liverpool",6,"Levi Colwill","DC",TRUE,0,4.58042047695071,67.30539009467,"L. Colwill",775,42,"Chelsea",775
776,288,38,17,15,28.455,34.884,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,421351,28.77,55.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2833333333333,2810471513,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","20.7","27.4","1.56",NA,"81.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01132376,0.0105949,-0.00072886,"Chelsea","Liverpool",6,"Levi Colwill","DC",TRUE,-2.66904756935226,0,89.1269942999021,"L. Colwill",776,42,"Chelsea",776
777,288.5,38,18.5,15,28.77,55.556,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,363496,44.1,59.432,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,38.3083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.0105949,0.01248344,0.00188854,"Chelsea","Liverpool",3,"Marc Cucurella","DL",TRUE,0,13.222207901574,14.1891584008194,"M. Cucurella",777,42,"Chelsea",777
778,289,38,20,15,44.1,59.432,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,363496,63,65.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3333333333333,2810471657,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","19.9","60.0","0.32",NA,"96.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.0138454,0.0174506,0.0036052,"Chelsea","Liverpool",3,"Marc Cucurella","DL",TRUE,13.4248563993153,0,18.1288300286023,"M. Cucurella",778,42,"Chelsea",778
779,289.5,38,22,15,63,65.62,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,389935,54.495,57.188,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,38.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.0174506,0.01611813,-0.00133247,"Chelsea","Liverpool",11,"Noni Madueke","AML",TRUE,0,-3.00163247806404,-135.246948456333,"N. Madueke",779,42,"Chelsea",779
780,290,38,24,15,54.495,57.188,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,389935,36.33,39.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,2810471685,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","25.2","34.6","3.91",NA,"58.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01611813,0.01262646,-0.00349167,"Chelsea","Liverpool",11,"Noni Madueke","AML",TRUE,-13.3334336648606,0,-136.107485073877,"N. Madueke",780,42,"Chelsea",780
781,291,38,27,15,36.33,39.712,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,421351,38.325,21.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.45,2810471781,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","18.8","36.5","4.82",NA,"30.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01262646,0.01269174,6.52799999999992e-05,"Chelsea","Liverpool",6,"Levi Colwill","DC",TRUE,0.978928666369043,0,-83.9104620221315,"L. Colwill",781,42,"Chelsea",781
782,291.5,38,29,15,38.325,21.012,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,353292,41.475,21.896,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,38.4833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01269174,0.01269174,0,"Chelsea","Liverpool",23,"Trevoh Chalobah","DC",TRUE,0,3.26036262243764,15.6759744546275,"T. Chalobah",782,42,"Chelsea",782
783,292,38,31,15,41.475,21.896,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,353292,47.67,25.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5166666666667,2810471805,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","7.2","45.4","0.54",NA,"37.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01269174,0.01484598,0.00215424,"Chelsea","Liverpool",23,"Trevoh Chalobah","DC",TRUE,6.7210979363965,0,30.6567520069391,"T. Chalobah",783,42,"Chelsea",783
784,293,38,32,15,47.67,25.568,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,426050,38.01,22.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5333333333333,2810471815,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","10.2","36.2","3.47",NA,"32.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01484598,0.01269174,-0.00215424,"Chelsea","Liverpool",15,"Nicolas Jackson","FW",TRUE,-10.0565920835781,0,-161.330495890938,"N. Jackson",784,42,"Chelsea",784
785,294,38,35,15,38.955,25.092,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 37, 217, 218)",TRUE,353292,74.655,39.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5833333333333,2810471883,38,56,212,140,213,178,141,1,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","38.4","71.1","0.38",NA,"57.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,NA,NA,NA,"Chelsea","Liverpool",23,"Trevoh Chalobah","DC",TRUE,35.8379823679184,0,21.7072659964566,"T. Chalobah",785,42,"Chelsea",785
786,428,38,37,26,28.77,29.988,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,430019,34.545,27.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6166666666667,2810471891,38,56,212,140,213,NA,141,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","6.2","32.9","5.91",NA,"40.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,NA,NA,NA,"Liverpool","Chelsea",78,"Jarell Quansah","DC",TRUE,0,0,-21.2347041342539,"J. Quansah",786,43,"Liverpool",786
787,428.5,38,38,26,34.545,27.744,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,86829,30.66,26.316,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,38.6333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01132376,0.01132376,0,"Liverpool","Chelsea",3,"Wataru Endo","DMC",TRUE,0,-4.00386215675209,-159.818209300018,"W. Endo",787,43,"Liverpool",787
788,430,38,39,26,30.66,26.316,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,86829,28.14,21.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.65,2810471925,38,56,212,140,213,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.4","26.8","4.23",NA,"31.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 02:15:07",39829,"Stamford Bridge","Simon Hooper","3 : 1",15,26,0.01132376,0.01110462,-0.00021914,"Liverpool","Chelsea",3,"Wataru Endo","DMC",TRUE,-3.12478966928383,0,-117.897271030948,"W. Endo",788,43,"Liverpool",788
