"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Length","type_value_PassEndX","type_value_StandingSave","type_value_Zone","type_value_Angle","type_value_Longball","type_value_Chipped","type_value_HeadPass","type_value_GoalKick","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_ShotAssist","type_value_KeyPass","type_value_RightFoot","type_value_FirstTouch","type_value_RelatedEventId","type_value_GoalMouthY","type_value_RegularPlay","type_value_IndividualPlay","type_value_Assisted","type_value_GoalMouthZ","type_value_OutOfBoxCentre","type_value_MissHigh","type_value_Cross","type_value_Head","type_value_Foul","type_value_FreekickTaken","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_SetPiece","type_value_BigChance","type_value_BoxCentre","type_value_BlockedX","type_value_LeftFoot","type_value_BoxRight","type_value_LowCentre","type_value_BlockedY","type_value_ParriedSafe","type_value_Hands","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_OverRun","type_value_BlockedCross","type_value_OtherBodyPart","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_MissRight","type_value_DeepBoxLeft","type_value_LowRight","type_value_SmallBoxCentre","type_value_KeeperThrow","type_value_MissLeft","type_value_CornerTaken","type_value_HighLeft","type_value_Throughball","type_value_Volley","type_value_FromCorner","type_value_Blocked","type_value_SmallBoxRight","type_value_SixYardBlock","type_value_OutfielderBlock","type_value_PlayerPosition","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_JerseyNumber","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_Collected","type_value_FormationSlot","type_value_Feet","type_value_LeadingToAttempt","type_value_IntentionalGoalAssist","type_value_Yellow","type_value_SmallBoxLeft","type_value_LowLeft","type_value_HighClaim","type_value_OneOnOne","type_value_FastBreak","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_LastMan","type_value_ThirtyFivePlusCentre","value_PassEndY","value_Length","value_PassEndX","value_StandingSave","value_Zone","value_Angle","value_Longball","value_Chipped","value_HeadPass","value_GoalKick","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_ShotAssist","value_KeyPass","value_RightFoot","value_FirstTouch","value_RelatedEventId","value_GoalMouthY","value_RegularPlay","value_IndividualPlay","value_Assisted","value_GoalMouthZ","value_OutOfBoxCentre","value_MissHigh","value_Cross","value_Head","value_Foul","value_FreekickTaken","value_IntentionalAssist","value_BigChanceCreated","value_SetPiece","value_BigChance","value_BoxCentre","value_BlockedX","value_LeftFoot","value_BoxRight","value_LowCentre","value_BlockedY","value_ParriedSafe","value_Hands","value_DivingSave","value_KeeperSaveInTheBox","value_OverRun","value_BlockedCross","value_OtherBodyPart","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_MissRight","value_DeepBoxLeft","value_LowRight","value_SmallBoxCentre","value_KeeperThrow","value_MissLeft","value_CornerTaken","value_HighLeft","value_Throughball","value_Volley","value_FromCorner","value_Blocked","value_SmallBoxRight","value_SixYardBlock","value_OutfielderBlock","value_PlayerPosition","value_TeamPlayerFormation","value_CaptainPlayerId","value_JerseyNumber","value_InvolvedPlayers","value_TeamFormation","value_Collected","value_FormationSlot","value_Feet","value_LeadingToAttempt","value_IntentionalGoalAssist","value_Yellow","value_SmallBoxLeft","value_LowLeft","value_HighClaim","value_OneOnOne","value_FastBreak","value_ParriedDanger","value_KeeperSaveInSixYard","value_LastMan","value_ThirtyFivePlusCentre","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
868,387,42,47,32,2.52,25.84,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,343346,0,12.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7833333333333,2813560359,42,141,212,140,NA,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.6","13.7","0.0",NA,"Back","4.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"Man Utd","West Ham",7,"Mason Mount","AMC",TRUE,0,0,-100.814630830561,"M. Mount",868,52,"Man Utd",868
869,388,42,48,32,0,18.36,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,343346,0,18.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,2813560369,42,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"Man Utd","West Ham",7,"Mason Mount","AMC",TRUE,0,0,0,"M. Mount",869,52,"Man Utd",869
870,410,42,48,29,105,49.64,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,105172,105,49.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,2813560357,42,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"West Ham","Man Utd",8,"James Ward-Prowse","MC",TRUE,0,0,0,"J. Ward-Prowse",870,52,"Man Utd",870
871,411,43,8,29,104.475,67.66,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218)",TRUE,105172,102.795,38.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1333333333333,2813560603,43,141,212,140,178,56,213,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.3","28.7","97.9",NA,"Center","4.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"West Ham","Man Utd",8,"James Ward-Prowse","MC",TRUE,28.2323980425371,0,-93.3505423083879,"J. Ward-Prowse",871,53,"West Ham",871
872,389,43,10,32,3.36,26.18,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 216)",TRUE,343346,38.64,21.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1666666666667,2813560675,43,141,212,140,NA,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.0","35.6","36.8",NA,"Back","6.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"Man Utd","West Ham",7,"Mason Mount","AMC",TRUE,0,0,-7.14100624020875,"M. Mount",872,53,"West Ham",872
873,412,43,15,29,59.64,42.228,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,331924,35.7,32.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.25,2813560651,43,141,212,140,178,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48.2","25.7","34.0",NA,"Back","3.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,0.01689528,0.01262646,-0.00426882,"West Ham","Man Utd",29,"Aaron Wan-Bissaka","ML",TRUE,-23.2105961004447,0,-158.45488287439,"A. Wan-Bissaka",873,53,"West Ham",873
874,412.5,43,17.5,29,35.7,32.776,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,92516,39.375,23.052,NA,NA,NA,NA,NA,415,NA,NA,NA,NA,43.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,0.01262646,0.01269174,6.52799999999992e-05,"West Ham","Man Utd",23,"Alphonse Areola","GK",TRUE,0,2.77886633710486,-69.2968724759748,"A. Areola",874,53,"West Ham",874
875,415,43,20,29,39.375,23.052,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 38, 216, 218)",TRUE,92516,40.53,22.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3333333333333,2813560693,43,141,212,140,178,56,213,1,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.7","1.4","38.6",NA,"Back","5.67",NA,NA,NA,NA,"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"West Ham","Man Utd",23,"Alphonse Areola","GK",TRUE,0.997427630609835,0,-35.2409575420888,"A. Areola",875,53,"West Ham",875
876,391,43,21,32,69.93,52.156,"FirstHalf","BlockedPass","Successful",NA,NA,NA,"c(91, 60)",TRUE,386634,69.93,52.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.35,2813560721,43,NA,NA,NA,178,56,NA,NA,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"Man Utd","West Ham",16,"Amad Diallo","DMR",TRUE,0,0,0,"A. Diallo",876,54,"Man Utd",876
877,391.5,43,22,32,69.93,52.156,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,123761,62.37,55.488,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,43.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,0.02401521,0.01870347,-0.00531174,"Man Utd","West Ham",8,"Bruno Fernandes","MC",TRUE,0,-8.24832973378076,156.214957813771,"B. Fernandes",877,54,"Man Utd",877
878,392,43,23,32,62.37,55.488,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 37, 217, 218)",TRUE,123761,73.395,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3833333333333,2813560743,43,141,212,140,NA,56,213,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.0","17.5","69.9",NA,"Left","0.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"Man Utd","West Ham",8,"Bruno Fernandes","MC",TRUE,1.31876543334409,0,48.6149782075308,"B. Fernandes",878,54,"Man Utd",878
879,417,43,56,29,36.435,0,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 212, 36, 37, 217)",TRUE,111372,73.08,7.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9333333333333,2813560995,43,141,212,140,NA,56,213,1,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.4","37.7","69.6",NA,"Right","0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,NA,NA,NA,"West Ham","Man Utd",5,"Vladimir Coufal","MR",TRUE,35.206011619043,0,11.9444362093964,"V. Coufal",879,54,"Man Utd",879
880,395,44,2,32,24.675,59.364,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,437299,4.305,43.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0333333333333,2813561055,44,141,212,140,178,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.8","25.9","4.1",NA,"Back","3.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,0.00942382,0.0088799,-0.00054392,"Man Utd","West Ham",15,"Leny Yoro","DC",TRUE,-16.8968894482742,0,-141.886277228528,"L. Yoro",880,54,"Man Utd",880
881,395.5,44,4.5,32,4.305,43.384,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,361707,3.675,39.508,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,44.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,0.0088799,0.00941056,0.000530660000000001,"Man Utd","West Ham",1,"Altay Bayindir","GK",TRUE,0,-0.343283215326665,-99.2320465144219,"A. Bayindir",881,54,"Man Utd",881
882,396,44,7,32,3.675,39.508,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,361707,9.975,23.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1166666666667,2813561089,44,141,212,140,178,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.1","17.5","9.5",NA,"Back","5.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 22:05:48",73804,"Old Trafford","Jarred Gillett","0 : 2",32,29,0.00941056,0.00977745,0.00036689,"Man Utd","West Ham",1,"Altay Bayindir","GK",TRUE,5.83647642122922,0,-68.8919450807573,"A. Bayindir",882,54,"Man Utd",882
