"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Zone","type_value_PassEndY","type_value_PassEndX","type_value_Angle","type_value_Length","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_HeadPass","type_value_Chipped","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_FreekickTaken","type_value_ThrowIn","type_value_KeeperThrow","type_value_GoalKick","type_value_MissHigh","type_value_LayOff","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_BlockedY","type_value_RightFoot","type_value_LowCentre","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_BlockedX","type_value_Assisted","type_value_BoxLeft","type_value_RegularPlay","type_value_Blocked","type_value_RelatedEventId","type_value_OutfielderBlock","type_value_MissLeft","type_value_LeftFoot","type_value_FirstTouch","type_value_Foul","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_Head","type_value_Cross","type_value_ThrowinSetPiece","type_value_BoxCentre","type_value_BlockedCross","type_value_DeepBoxRight","type_value_MissRight","type_value_FastBreak","type_value_SetPiece","type_value_SmallBoxLeft","type_value_OtherBodyPart","type_value_HighLeft","type_value_Volley","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_CornerTaken","type_value_Yellow","type_value_OverRun","type_value_BoxRight","type_value_Collected","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_LeadingToAttempt","type_value_HighClaim","type_value_LowRight","type_value_DivingSave","type_value_KeeperSaveObox","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_BigChanceCreated","type_value_OneOnOne","type_value_BigChance","type_value_LowLeft","type_value_ParriedSafe","type_value_GoalDisallowed","value_StandingSave","value_Zone","value_PassEndY","value_PassEndX","value_Angle","value_Length","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_HeadPass","value_Chipped","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_FreekickTaken","value_ThrowIn","value_KeeperThrow","value_GoalKick","value_MissHigh","value_LayOff","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_BlockedY","value_RightFoot","value_LowCentre","value_GoalMouthZ","value_GoalMouthY","value_BlockedX","value_Assisted","value_BoxLeft","value_RegularPlay","value_Blocked","value_RelatedEventId","value_OutfielderBlock","value_MissLeft","value_LeftFoot","value_FirstTouch","value_Foul","value_OutOfBoxCentre","value_IndividualPlay","value_Head","value_Cross","value_ThrowinSetPiece","value_BoxCentre","value_BlockedCross","value_DeepBoxRight","value_MissRight","value_FastBreak","value_SetPiece","value_SmallBoxLeft","value_OtherBodyPart","value_HighLeft","value_Volley","value_LeadingToGoal","value_IntentionalGoalAssist","value_CornerTaken","value_Yellow","value_OverRun","value_BoxRight","value_Collected","value_Hands","value_KeeperSaveInTheBox","value_LeadingToAttempt","value_HighClaim","value_LowRight","value_DivingSave","value_KeeperSaveObox","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_BigChanceCreated","value_OneOnOne","value_BigChance","value_LowLeft","value_ParriedSafe","value_GoalDisallowed","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
898,408,49,5,14,47.985,51.952,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,433572,42.42,45.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1166666666667,2816563465,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","66.7","40.4","4.01","8.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.0138454,0.01269174,-0.00115366,"Leicester","Ipswich",11,"Bilal El Khannouss","AML",TRUE,-3.8275586303674,0,-130.154096779702,"B. E. Khannouss",898,48,"Leicester",898
899,409,49,6,14,42.42,45.356,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,345664,47.985,49.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1333333333333,2816563495,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","72.4","45.7","0.61","6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01269174,0.01429128,0.00159954,"Leicester","Ipswich",24,"Boubakary Soumare","DMC",TRUE,4.58739697840306,0,34.857055395338,"B. Soumare",899,48,"Leicester",899
900,410,49,7,14,47.985,49.232,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,433572,42.42,43.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.15,2816563533,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","64.2","40.4","3.93","7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01429128,0.01269174,-0.00159954,"Leicester","Ipswich",11,"Bilal El Khannouss","AML",TRUE,-4.30596241522658,0,-134.943429371704,"B. E. Khannouss",900,48,"Leicester",900
901,411,49,8,14,42.105,43.52,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,345664,37.065,26.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1666666666667,2816563627,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","39.2","35.3","4.42","17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01269174,0.01262646,-6.52799999999992e-05,"Leicester","Ipswich",24,"Boubakary Soumare","DMC",TRUE,-4.71939288150391,0,-106.639379270654,"B. Soumare",901,48,"Leicester",901
902,412,49,12,14,37.8,23.868,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,97710,40.11,9.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2333333333333,2816563707,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","14.7","38.2","4.88","14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01269174,0.01214719,-0.00054455,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,-1.22792851041075,0,-80.5457153565584,"C. Coady",902,48,"Leicester",902
903,412.5,49,13,14,40.11,9.996,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,301441,38.115,12.444,NA,NA,NA,NA,NA,413,NA,NA,NA,NA,50.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01214719,0.01214719,0,"Leicester","Ipswich",2,"James Justin","DR",TRUE,0,-1.085329002411,129.178346403649,"J. Justin",903,48,"Leicester",903
904,413,49,14,14,38.115,12.444,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,301441,31.605,27.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2666666666667,2816563803,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","40.4","30.1","1.98","16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01214719,0.01132376,-0.00082343,"Leicester","Ipswich",2,"James Justin","DR",TRUE,-3.4119539712445,0,113.421844750271,"J. Justin",904,48,"Leicester",904
905,414,49,17,14,32.025,27.812,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,97710,39.165,33.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3166666666667,2816563825,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","49.6","37.3","0.69","9.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01132376,0.01262646,0.0013027,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,7.40132751290844,0,39.6441749571448,"C. Coady",905,48,"Leicester",905
906,415,49,17,14,39.165,33.728,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,345664,26.775,16.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3166666666667,2816563843,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","24.3","25.5","4.09","21.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01262646,0.0105949,-0.00203156,"Leicester","Ipswich",24,"Boubakary Soumare","DMC",TRUE,-14.3177986225382,0,-125.760729903231,"B. Soumare",906,48,"Leicester",906
907,416,49,20,14,26.775,16.524,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,301441,20.685,42.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3666666666667,2816564001,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","63.1","19.7","1.80","27.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.0105949,0.01001304,-0.00058186,"Leicester","Ipswich",2,"James Justin","DR",TRUE,-4.6309050647438,0,102.997471573295,"J. Justin",907,48,"Leicester",907
908,416.5,49,22,14,20.685,42.908,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,97710,28.77,45.356,NA,NA,NA,NA,NA,417,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01001304,0.01110462,0.00109158,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,0,7.71305411388602,16.8454165634258,"C. Coady",908,48,"Leicester",908
909,417,49,24,14,28.77,45.356,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,97710,33.495,64.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4333333333333,2816564211,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","94.4","31.9","1.33","19.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01110462,0.00977659,-0.00132803,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,-0.546582175940287,0,75.9179594182354,"C. Coady",909,48,"Leicester",909
910,418,49,29,14,36.015,64.26,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,299693,20.79,50.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5166666666667,2816564565,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","73.8","19.8","3.89","20.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01126267,0.01001304,-0.00124963,"Leicester","Ipswich",3,"Wout Faes","DC",TRUE,-10.4211432175392,0,-137.245627717765,"W. Faes",910,48,"Leicester",910
911,418.5,49,33,14,20.79,50.184,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,97710,24.78,41.14,NA,NA,NA,NA,NA,419,NA,NA,NA,NA,50.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01001304,0.01016549,0.000152449999999998,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,0,5.21394783204614,-66.1940564815423,"C. Coady",911,48,"Leicester",911
912,419,49,37,14,24.78,41.14,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,97710,14.91,28.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.65,2816564613,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","42.1","14.2","4.04","15.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01016549,0.01082722,0.000661730000000001,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,-9.71290019645205,0,-128.26788518133,"C. Coady",912,48,"Leicester",912
913,420,49,39,14,14.91,28.628,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,407587,28.98,23.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6833333333333,2816564655,51,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","35.1","27.6","5.96","14.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01082722,0.01110462,0.000277400000000001,"Leicester","Ipswich",41,"Jakub Stolarczyk","GK",TRUE,13.5577941476724,0,-18.6911130453524,"J. Stolarczyk",913,48,"Leicester",913
