"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_StandingSave","type_value_PassEndX","type_value_Length","type_value_PassEndY","type_value_Longball","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_ThrowIn","type_value_LayOff","type_value_Chipped","type_value_Foul","type_value_FreekickTaken","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_LowCentre","type_value_BlockedX","type_value_FirstTouch","type_value_BoxCentre","type_value_Assisted","type_value_RegularPlay","type_value_RelatedEventId","type_value_GoalMouthZ","type_value_BlockedY","type_value_Feet","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_LeftFoot","type_value_BigChanceCreated","type_value_BigChance","type_value_Head","type_value_Collected","type_value_Hands","type_value_OtherBodyPart","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_LowLeft","type_value_DivingSave","type_value_KeeperSaveObox","type_value_Blocked","type_value_LowRight","type_value_OutfielderBlock","type_value_GoalKick","type_value_MissHigh","type_value_HighClaim","type_value_KeeperThrow","type_value_Throughball","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_PlayerCaughtOffside","type_value_MissRight","type_value_SetPiece","type_value_MissLeft","type_value_IndirectFreekickTaken","type_value_CornerTaken","type_value_HighCentre","type_value_BoxLeft","type_value_LeadingToAttempt","type_value_Red","type_value_Yellow","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_GoalDisallowed","type_value_BoxRight","type_value_FastBreak","type_value_HighRight","type_value_IntentionalGoalAssist","type_value_SmallBoxRight","type_value_HighLeft","type_value_Volley","type_value_DirectFreekick","type_value_Penalty","type_value_KeeperMissed","type_value_ParriedDanger","type_value_FromCorner","value_Zone","value_Angle","value_StandingSave","value_PassEndX","value_Length","value_PassEndY","value_Longball","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_ThrowIn","value_LayOff","value_Chipped","value_Foul","value_FreekickTaken","value_RightFoot","value_Cross","value_BlockedCross","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_LowCentre","value_BlockedX","value_FirstTouch","value_BoxCentre","value_Assisted","value_RegularPlay","value_RelatedEventId","value_GoalMouthZ","value_BlockedY","value_Feet","value_ParriedSafe","value_KeeperSaveInTheBox","value_LeftFoot","value_BigChanceCreated","value_BigChance","value_Head","value_Collected","value_Hands","value_OtherBodyPart","value_OutOfBoxCentre","value_IndividualPlay","value_LowLeft","value_DivingSave","value_KeeperSaveObox","value_Blocked","value_LowRight","value_OutfielderBlock","value_GoalKick","value_MissHigh","value_HighClaim","value_KeeperThrow","value_Throughball","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_PlayerCaughtOffside","value_MissRight","value_SetPiece","value_MissLeft","value_IndirectFreekickTaken","value_CornerTaken","value_HighCentre","value_BoxLeft","value_LeadingToAttempt","value_Red","value_Yellow","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_GoalDisallowed","value_BoxRight","value_FastBreak","value_HighRight","value_IntentionalGoalAssist","value_SmallBoxRight","value_HighLeft","value_Volley","value_DirectFreekick","value_Penalty","value_KeeperMissed","value_ParriedDanger","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
982,587,52,9,32,24.465,65.484,"SecondHalf","ShieldBallOpp","Successful",NA,NA,NA,"integer(0)",FALSE,517341,24.465,65.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5666666666667,2818940723,58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Man Utd","Aston Villa",26,"Ayden Heaven","DC",TRUE,0,0,0,"A. Heaven",982,49,"Man Utd",982
983,589,52,31,32,24.15,68,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 215)",TRUE,495260,29.61,62.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9333333333333,2818941121,58,56,213,NA,140,212,141,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.38",NA,"28.2","8.8","91.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00844854,0.00977659,0.00132805,"Man Utd","Aston Villa",13,"Patrick Dorgu","DML",TRUE,7.20959214496786,0,-46.6307560745014,"P. Dorgu",983,49,"Man Utd",983
984,590,52,31,32,29.61,62.22,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,88526,15.435,63.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9333333333333,2818941145,58,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","3.07",NA,"14.7","14.2","93.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00977659,0.00779616,-0.00198043,"Man Utd","Aston Villa",18,"Casemiro","MC",TRUE,-13.718551442904,0,175.884223014013,"Casemiro",984,49,"Man Utd",984
985,591,52,36,32,15.855,64.192,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,517341,26.985,66.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0166666666667,2818941241,58,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","0.16",NA,"25.7","11.3","97.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00779616,0.00977659,0.00198043,"Man Utd","Aston Villa",26,"Ayden Heaven","DC",TRUE,9.78554601725342,0,9.36712993720495,"A. Heaven",985,49,"Man Utd",985
986,591.5,52,37,32,26.985,66.028,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,343346,34.23,60.996,NA,NA,NA,NA,NA,593,NA,NA,NA,NA,58.0333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00977659,0.00977659,0,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,0,8.58930882711445,-34.7818326752572,"M. Mount",986,49,"Man Utd",986
987,592.5,52,38,32,30.24,62.764,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,343346,34.23,60.996,NA,NA,NA,NA,NA,593,NA,NA,NA,NA,58.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00977659,0.00977659,0,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,0,4.35843798210259,-23.898504137359,"M. Mount",987,49,"Man Utd",987
988,592,52,38,32,30.24,62.764,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,495260,30.24,62.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.05,2818941249,58,56,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Man Utd","Aston Villa",13,"Patrick Dorgu","DML",TRUE,0,0,0,"P. Dorgu",988,49,"Man Utd",988
989,368,52,38,24,74.76,5.236,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,362824,74.76,5.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.05,2818941263,58,56,NA,178,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Aston Villa","Man Utd",27,"Morgan Rogers","AMR",TRUE,0,0,0,"M. Rogers",989,49,"Man Utd",989
990,593,52,43,32,34.23,60.996,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 124, 127, 132, 36, 38, 216, 218)",TRUE,343346,51.135,9.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1333333333333,2818941351,58,56,213,178,140,212,141,1,NA,NA,NA,NA,NA,NA,155,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.03",NA,"48.7","54.1","14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00977659,0.0138454,0.00406881,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,16.6335075703018,0,-71.774556530876,"M. Mount",990,49,"Man Utd",990
991,593.5,52,47.5,32,51.135,9.656,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,386634,77.91,17.612,NA,NA,NA,NA,NA,594,NA,NA,NA,NA,58.2083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.0138454,0.02855202,0.01470662,"Man Utd","Aston Villa",16,"Amad Diallo","AMC",TRUE,0,27.4493984638438,16.5489408549713,"A. Diallo",991,49,"Man Utd",991
992,594,52,52,32,77.91,17.612,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,386634,74.55,23.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2833333333333,2818941425,58,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","2.10",NA,"71.0","6.7","34.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.02855202,0.0241224,-0.00442962,"Man Utd","Aston Villa",16,"Amad Diallo","AMC",TRUE,-0.58362980354806,0,120.170074081521,"A. Diallo",992,49,"Man Utd",992
993,595,52,53,32,77.595,22.916,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 129, 205, 36, 37, 217, 218)",TRUE,123761,99.855,45.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,2818941473,58,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.80",NA,"95.1","31.8","67.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.02855202,0.06442595,0.03587393,"Man Utd","Aston Villa",8,"Bruno Fernandes","MC",TRUE,16.8462145275182,0,45.5758431993474,"B. Fernandes",993,49,"Man Utd",993
994,596,52,55,32,99.54,45.832,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,343346,99.54,45.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3333333333333,2818941493,58,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,0,0,0,"M. Mount",994,49,"Man Utd",994
995,370,53,2,24,27.405,3.604,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 37, 215, 218)",TRUE,322043,30.24,10.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.45,2818941639,59,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","1.20",NA,"28.8","7.9","16.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Aston Villa","Man Utd",2,"Matty Cash","DR",TRUE,5.10275201421869,0,68.8919450807573,"M. Cash",995,49,"Man Utd",995
996,597,53,2,32,68.145,63.172,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,123761,68.145,63.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.45,2818941663,59,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Man Utd","Aston Villa",8,"Bruno Fernandes","MC",TRUE,0,0,0,"B. Fernandes",996,49,"Man Utd",996
