"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_StandingSave","type_value_Chipped","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_Head","type_value_MissHigh","type_value_GoalKick","type_value_Foul","type_value_FreekickTaken","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_RightFoot","type_value_Blocked","type_value_RelatedEventId","type_value_Assisted","type_value_LowLeft","type_value_BlockedX","type_value_IndividualPlay","type_value_BlockedY","type_value_OutfielderBlock","type_value_Cross","type_value_OtherBodyPart","type_value_LeftFoot","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_KeeperThrow","type_value_MissRight","type_value_IntentionalAssist","type_value_BoxCentre","type_value_LowCentre","type_value_FirstTouch","type_value_Hands","type_value_Collected","type_value_KeeperSaveObox","type_value_DeepBoxLeft","type_value_Feet","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_Penalty","type_value_KeeperMissed","type_value_DivingSave","type_value_BigChance","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_Throughball","type_value_LeadingToGoal","type_value_FastBreak","type_value_IntentionalGoalAssist","type_value_DirectFreekick","type_value_LowRight","type_value_ParriedDanger","type_value_BoxLeft","type_value_SmallBoxLeft","type_value_SixYardBlock","type_value_SavedOffline","type_value_LastMan","type_value_HighRight","type_value_Volley","type_value_OneOnOne","type_value_Yellow","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_FromCorner","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_HighLeft","type_value_OverRun","type_value_ThrowinSetPiece","value_Length","value_PassEndY","value_Angle","value_Zone","value_PassEndX","value_StandingSave","value_Chipped","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_Head","value_MissHigh","value_GoalKick","value_Foul","value_FreekickTaken","value_ShotAssist","value_KeyPass","value_GoalMouthZ","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_RightFoot","value_Blocked","value_RelatedEventId","value_Assisted","value_LowLeft","value_BlockedX","value_IndividualPlay","value_BlockedY","value_OutfielderBlock","value_Cross","value_OtherBodyPart","value_LeftFoot","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_MissLeft","value_CornerTaken","value_HighClaim","value_KeeperThrow","value_MissRight","value_IntentionalAssist","value_BoxCentre","value_LowCentre","value_FirstTouch","value_Hands","value_Collected","value_KeeperSaveObox","value_DeepBoxLeft","value_Feet","value_ParriedSafe","value_KeeperSaveInTheBox","value_Penalty","value_KeeperMissed","value_DivingSave","value_BigChance","value_BigChanceCreated","value_SmallBoxCentre","value_Throughball","value_LeadingToGoal","value_FastBreak","value_IntentionalGoalAssist","value_DirectFreekick","value_LowRight","value_ParriedDanger","value_BoxLeft","value_SmallBoxLeft","value_SixYardBlock","value_SavedOffline","value_LastMan","value_HighRight","value_Volley","value_OneOnOne","value_Yellow","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_FromCorner","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamPlayerFormation","value_TeamFormation","value_HighLeft","value_OverRun","value_ThrowinSetPiece","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
817,471,46,31,52,34.965,22.916,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,369109,34.965,22.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5166666666667,2793129253,46,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Real Madrid","Leganes",6,"Eduardo Camavinga","DMC",TRUE,0,0,0,"E. Camavinga",817,46,"Leganes",817
818,260,46,31,825,68.565,40.324,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,448226,71.82,37.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5166666666667,2793129285,46,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3","55.2","5.57","Center","68.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.0199707,0.02385149,0.00388079,"Leganes","Real Madrid",19,"Diego Garcia","FW",TRUE,3.61186973350995,0,-40.5809939622008,"D. Garcia",818,46,"Leganes",818
819,261,46,33,825,72.555,40.324,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,334221,72.555,40.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.55,2793129291,46,NA,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Leganes","Real Madrid",10,"Dani Raba","AMC",TRUE,0,0,0,"D. Raba",819,46,"Leganes",819
820,474,46,37,52,38.115,23.324,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,369109,40.11,39.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6166666666667,2793129333,46,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.4","58.2","1.45","Back","38.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01269174,0.01262646,-6.52799999999992e-05,"Real Madrid","Leganes",6,"Eduardo Camavinga","DMC",TRUE,2.60254565852259,0,83.001718092414,"E. Camavinga",820,47,"Real Madrid",820
821,475,46,38,52,40.215,40.528,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,317541,49.875,38.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6333333333333,2793129423,46,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8","57.3","6.12","Back","47.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01262646,0.01484598,0.00221952,"Real Madrid","Leganes",21,"Brahim Diaz","AML",TRUE,9.76501072528482,0,-9.19665589162894,"B. Diaz",821,47,"Real Madrid",821
822,475.5,46,41,52,49.875,38.964,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379868,63.63,48.552,NA,NA,NA,NA,NA,476,NA,NA,NA,NA,46.6833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01484598,0.01935132,0.00450534,"Real Madrid","Leganes",5,"Jude Bellingham","AMC",TRUE,0,11.4933195778172,34.8786415210326,"J. Bellingham",822,47,"Real Madrid",822
823,476,46,44,52,63.63,48.552,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,379868,75.495,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7333333333333,2793129459,46,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.3","90.0","0.82","Left","71.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01935132,0.02122129,0.00186997,"Real Madrid","Leganes",5,"Jude Bellingham","AMC",TRUE,3.7251301202203,0,46.8295331794873,"J. Bellingham",823,47,"Real Madrid",823
824,476.5,46,46,52,75.495,61.2,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,422957,78.54,62.696,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,46.7666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.02122129,0.02756312,0.00634183,"Real Madrid","Leganes",20,"Fran Garcia","DL",TRUE,0,1.09638602251452,26.1647576222463,"F. Garcia",824,47,"Real Madrid",824
825,477,46,48,52,78.54,62.696,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,422957,73.605,55.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,2793129511,46,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.1","80.9","4.14","Left","70.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.02756312,0.02401521,-0.00354791,"Real Madrid","Leganes",20,"Fran Garcia","DL",TRUE,1.25557570334085,0,-122.710346369941,"F. Garcia",825,47,"Real Madrid",825
826,477.5,46,50.5,52,73.605,55.012,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379868,74.235,47.872,NA,NA,NA,NA,NA,478,NA,NA,NA,NA,46.8416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.02401521,0.0241224,0.00010719,"Real Madrid","Leganes",5,"Jude Bellingham","AMC",TRUE,0,4.02978772700494,-84.9575489308291,"J. Bellingham",826,47,"Real Madrid",826
827,478,46,53,52,74.235,47.872,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 38, 217, 218)",TRUE,379868,78.855,4.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8833333333333,2793129613,46,212,141,213,56,140,178,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.5","6.8","4.82","Right","75.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.0241224,0.02756312,0.00344072,"Real Madrid","Leganes",5,"Jude Bellingham","AMC",TRUE,-5.57784304806972,0,-83.9024597801865,"J. Bellingham",827,47,"Real Madrid",827
828,478.5,46,56.5,52,78.855,4.624,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,144511,80.22,20.536,NA,NA,NA,NA,NA,479,NA,NA,NA,NA,46.9416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.02756312,0.02855202,0.000988900000000001,"Real Madrid","Leganes",17,"Lucas Vazquez","DR",TRUE,0,11.1241415957188,85.0969245236595,"L. Vazquez",828,47,"Real Madrid",828
829,479,47,0,52,80.22,20.536,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 123, 205, 40, 46, 35, 37, 217, 218)",TRUE,144511,78.435,40.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,2793129671,47,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.1","59.6","1.66","Center","74.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.02855202,0.03511326,0.00656124,"Real Madrid","Leganes",17,"Lucas Vazquez","DR",TRUE,0.846226137684503,0,95.1021652523582,"L. Vazquez",829,47,"Real Madrid",829
830,480,47,3,52,79.485,41.752,"FirstHalf","MissedShots","Successful",NA,NA,NA,"c(91, 7, 10, 2, 3, 13)",TRUE,104010,79.485,41.752,NA,NA,2.8,24.48,TRUE,479,144511,NA,NA,NA,47.05,2793129675,47,NA,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,102,18,22,NA,NA,55,29,NA,NA,215,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8","36.0",NA,NA,NA,NA,"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Real Madrid","Leganes",22,"Antonio Rudiger","DC",TRUE,0,0,0,"A. Rudiger",830,47,"Real Madrid",830
831,264,47,38,825,5.04,40.12,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 37, 216, 218)",TRUE,259393,54.285,56.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6333333333333,2793130281,47,212,141,213,56,140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,74,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.9","83.1","0.32","Left","51.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.00941056,0.01611813,0.00670757,"Leganes","Real Madrid",13,"Marko Dmitrovic","GK",TRUE,44.6618467146661,0,18.4066715079585,"M. Dmitrovic",831,47,"Real Madrid",831
